SEZIONE,AN,Altern. Sociale,Comunisti It.,DC - Nuovo PSI,Forza Italia,Italia Valori,L'Ulivo,Lega Nord,M.S.Fiamma Tr.,No Euro,Pensionati,Rif. Comunista,Rosa nel pugno,UDC,UDEUR,Verdi,TOTALE,AFFLUENZA
1550,3,3,2,1,16,1,30,3,1,0,2,3,2,3,2,0,72,0.1978021978021978
1552,91,7,10,3,196,14,276,36,7,3,16,60,22,27,7,23,798,0.8936170212765957
1553,86,7,5,1,198,14,135,29,1,1,6,28,24,33,0,14,582,0.8967642526964561
1554,78,3,14,1,163,9,154,28,3,0,3,41,27,42,0,16,582,0.8521229868228404
1556,77,6,12,1,197,24,181,33,2,0,7,51,24,25,0,21,661,0.7944711538461539
1558,95,4,8,9,251,7,168,29,6,0,1,28,42,69,5,12,734,0.9434447300771208
1559,87,6,8,0,258,13,173,41,3,1,6,43,28,55,6,19,747,0.8892857142857142
1565,103,8,8,1,197,9,223,42,2,1,3,47,27,43,1,15,730,0.9102244389027432
1566,98,5,6,2,192,15,203,44,3,0,6,45,32,38,2,20,711,0.9221789883268483
1568,80,2,9,4,178,11,240,59,2,2,13,52,18,32,5,9,716,0.8796068796068796
1571,83,3,15,4,192,12,156,37,1,1,11,53,21,37,1,14,641,0.8165605095541402
1572,71,8,14,2,193,18,182,47,9,3,18,47,22,19,2,19,674,0.8341584158415841
1573,77,6,7,3,138,19,186,32,4,1,15,58,25,30,6,14,621,0.8518518518518519
1574,75,7,8,5,197,16,198,42,2,0,10,49,29,46,2,29,715,0.9027777777777778
1579,99,9,13,0,249,24,271,36,3,1,4,45,39,44,0,18,855,0.8823529411764706
1582,25,0,2,0,38,1,37,23,0,0,3,12,2,4,0,5,152,0.8306010928961749
1583,56,5,14,1,173,20,219,23,3,0,11,41,16,35,2,18,637,0.8619756427604871
1586,78,1,15,4,141,7,169,31,2,1,21,41,16,26,1,12,566,0.8051209103840683
1587,94,4,20,0,177,14,218,38,3,1,7,55,19,36,1,19,706,0.9751381215469613
1588,87,4,6,3,220,16,219,38,4,3,11,63,23,33,2,26,758,0.8763005780346821
1590,109,2,9,2,238,19,180,33,3,2,7,29,37,32,2,21,725,0.9039900249376559
1592,77,3,12,5,131,15,193,43,4,2,15,52,30,27,2,26,637,0.9152298850574713
1593,85,4,5,3,199,16,201,27,3,0,11,42,25,31,4,21,677,0.8919631093544137
1594,103,4,16,2,175,17,319,52,4,2,7,47,34,46,1,21,850,0.9659090909090909
1595,75,3,15,2,215,17,256,29,2,1,6,56,40,36,2,24,779,0.8822197055492639
1596,90,4,9,6,210,15,148,41,1,1,16,41,16,34,2,19,653,0.9382183908045977
1597,58,1,16,1,186,11,169,32,5,0,12,48,14,27,0,13,593,0.8850746268656716
1599,76,8,5,4,202,16,219,32,6,0,8,50,21,59,3,17,726,0.826879271070615
1601,61,8,15,4,200,17,189,46,3,2,18,44,13,16,2,6,644,0.7749699157641395
1605,89,4,14,2,209,7,149,35,2,0,6,30,26,26,1,14,614,0.882183908045977
1606,103,2,7,2,250,14,173,33,1,5,8,23,29,62,0,16,728,0.9180327868852459
1608,118,1,5,5,250,19,165,43,2,1,8,31,24,51,2,17,742,0.9171817058096415
1609,44,3,14,4,163,8,170,37,2,1,10,53,16,15,1,10,551,0.7674094707520891
1610,78,5,9,3,224,23,249,52,4,2,13,52,29,44,3,16,806,0.8741865509761388
1613,91,1,4,7,270,12,249,21,2,0,0,26,40,62,2,11,798,0.9649334945586457
1615,57,2,15,5,156,11,190,43,5,2,15,46,14,14,3,14,592,0.7619047619047619
1616,58,4,23,2,193,10,178,38,1,3,10,56,9,21,2,20,628,0.7929292929292929
1617,59,6,14,4,197,16,216,27,2,4,13,71,19,27,3,19,697,0.8317422434367542
1620,102,5,17,2,187,19,230,49,4,1,7,41,25,55,2,17,763,0.8393839383938394
1621,70,3,11,1,188,11,167,46,5,0,15,55,20,29,0,25,646,0.8260869565217391
1622,115,8,12,0,207,25,230,41,4,0,0,39,39,54,3,24,801,0.960431654676259
1625,87,2,6,0,200,16,192,22,3,1,0,30,34,32,2,12,639,0.9494799405646359
1630,62,2,24,2,177,17,232,43,5,1,7,65,37,31,6,26,737,0.8442153493699885
1634,112,0,8,0,271,6,172,23,3,0,3,21,49,65,3,10,746,0.9325
1635,87,7,10,1,251,13,184,32,2,1,5,29,48,37,2,18,727,0.9478487614080835
1637,128,7,6,2,286,15,202,27,4,1,5,24,49,48,3,6,813,0.9609929078014184
1638,54,6,14,4,149,27,235,35,5,1,21,56,15,29,1,23,675,0.9012016021361816
1641,83,6,11,3,189,17,189,26,4,2,9,26,44,56,0,16,681,0.9458333333333333
1643,115,6,12,4,198,18,208,34,0,0,5,42,22,47,3,15,729,0.8804347826086957
1644,112,7,11,6,187,11,199,34,1,2,6,58,31,34,3,18,720,0.8955223880597015
1645,99,4,6,1,220,14,208,38,2,1,9,60,26,25,1,18,732,0.8621908127208481
1647,81,3,12,0,206,15,198,45,1,0,7,54,26,35,1,10,694,0.8707653701380176
1649,49,6,13,3,175,12,200,24,2,2,11,40,16,25,2,16,596,0.8142076502732241
1657,94,1,6,2,234,9,201,28,3,1,9,31,25,38,1,11,694,0.8989637305699482
1658,92,8,14,2,221,17,231,44,2,1,13,58,19,38,5,24,789,0.864184008762322
1659,73,5,9,1,165,10,147,39,5,2,8,64,21,23,0,21,593,0.8201936376210235
1660,71,6,6,1,162,16,212,21,3,0,14,40,24,32,5,8,621,0.8391891891891892
1662,71,8,12,2,175,20,210,26,0,0,13,47,21,34,3,21,663,0.8678010471204188
1663,74,2,10,1,141,26,208,55,1,0,9,62,19,50,1,19,678,0.846441947565543
1667,68,3,9,0,158,22,205,16,3,0,8,44,21,33,0,19,609,0.8565400843881856
1668,72,1,6,3,178,8,163,25,2,0,4,33,15,29,0,18,557,0.8622291021671826
1669,77,6,6,2,154,15,179,32,1,0,10,46,26,35,1,9,599,0.8581661891117478
1670,82,5,9,4,202,13,234,38,1,3,7,41,12,43,2,19,715,0.9862068965517241
1676,87,0,9,1,160,7,156,46,4,0,5,42,19,30,1,21,588,0.8270042194092827
1677,62,5,28,6,210,19,211,19,6,6,22,75,18,11,2,25,725,0.8620689655172413
1679,48,7,11,5,151,14,141,30,9,3,10,49,12,12,0,15,517,0.7291960507757405
1680,107,1,9,3,209,13,177,54,9,0,4,59,24,52,3,21,745,0.9096459096459096
1682,61,10,15,0,212,15,184,49,1,1,21,47,24,33,5,15,693,0.868421052631579
1683,80,5,11,2,204,19,233,78,3,1,22,58,27,43,1,25,812,0.8923076923076924
1685,78,2,11,1,206,20,181,46,5,0,13,57,28,30,3,20,701,0.8375149342891278
1688,65,2,12,3,217,12,177,38,4,1,16,62,18,30,0,13,670,0.8375
1691,91,5,1,1,277,8,156,27,1,1,1,9,25,54,1,10,668,0.9488636363636364
1693,50,4,19,5,184,8,201,32,5,1,12,47,14,18,2,8,610,0.7911802853437094
1695,52,22,13,3,168,6,159,1,9,4,13,54,28,22,0,10,564,0.7480106100795756
1696,70,4,16,4,166,20,205,44,2,0,9,44,25,43,3,21,676,0.897742363877822
1699,84,4,11,4,197,20,138,33,2,2,6,39,20,37,3,10,610,0.8970588235294118
1701,75,2,8,0,168,9,174,35,4,0,8,34,30,38,1,7,593,0.8984848484848484
1705,83,7,5,4,192,17,223,40,4,1,15,56,27,29,1,20,724,0.8712394705174489
1706,85,4,11,2,181,20,212,50,0,2,10,41,21,44,0,20,703,0.8459687123947052
1708,65,7,12,3,167,18,166,51,6,2,15,51,10,23,2,16,614,0.7496947496947497
1709,113,3,18,3,284,14,179,43,4,0,7,34,41,43,5,18,809,0.9018952062430323
1710,96,4,14,4,178,20,222,44,1,2,5,70,18,45,3,23,749,0.9578005115089514
1711,71,1,7,4,214,20,173,35,2,1,10,38,34,33,4,10,657,0.8701986754966887
1712,80,10,14,6,190,9,186,39,3,1,22,69,16,21,1,10,677,0.8306748466257668
1717,56,7,18,6,144,18,151,26,5,2,13,44,15,10,0,8,523,0.7503586800573888
1718,47,8,8,3,158,14,180,40,4,4,17,67,10,16,3,21,600,0.7343941248470012
1719,69,10,17,1,199,22,234,43,7,1,17,48,21,22,1,13,725,0.8895705521472392
1720,63,7,17,3,168,12,191,22,2,2,6,39,13,13,2,18,578,0.7994467496542186
1721,60,6,13,2,191,17,152,22,4,0,23,44,12,10,1,18,575,0.7506527415143603
1722,98,4,10,2,242,11,183,34,2,0,3,41,16,45,1,17,709,0.8986058301647655
1724,76,8,12,3,231,16,232,49,2,3,11,33,23,28,0,8,735,0.861664712778429
1725,67,1,8,3,194,23,258,39,0,0,6,44,20,35,1,15,714,0.9037974683544304
1727,56,3,21,4,183,11,211,27,3,2,15,61,10,21,0,7,635,0.782983970406905
1732,48,4,17,3,178,14,198,27,0,2,15,35,7,34,0,13,595,0.8173076923076923
1733,56,6,16,7,180,11,206,34,3,1,13,49,22,17,0,16,637,0.853887399463807
1735,66,7,30,6,144,19,302,34,2,1,10,59,28,29,2,16,755,0.8708189158016147
1739,73,6,16,1,171,10,173,35,5,2,4,50,18,19,3,15,601,0.8255494505494505
1743,60,6,11,2,189,15,195,29,1,0,5,35,18,46,0,17,629,0.9129172714078374
1744,72,6,15,3,172,24,208,46,2,1,12,55,16,31,0,19,682,0.8687898089171975
1745,98,3,10,9,196,15,261,30,3,0,4,37,28,57,0,20,771,0.9747155499367889
1747,66,3,19,4,215,17,223,32,3,0,5,27,17,40,3,13,687,0.8807692307692307
1749,86,5,5,1,203,6,157,25,2,1,1,25,39,33,2,9,600,0.9375
1750,68,1,13,4,170,17,220,33,3,2,19,63,23,16,6,19,677,0.8246041412911084
1751,71,7,5,0,224,18,199,34,1,2,7,45,23,39,1,14,690,0.8868894601542416
1753,81,4,6,2,156,6,194,18,4,2,5,34,32,36,2,16,598,0.888558692421991
1754,96,7,14,4,213,4,191,26,0,0,6,31,37,53,2,17,701,0.9235836627140975
1758,113,3,5,4,265,12,157,25,2,1,3,26,34,50,4,17,721,0.9149746192893401
1759,110,2,6,2,272,12,185,32,0,1,1,14,45,61,7,18,768,0.9540372670807453
1760,80,6,11,3,252,13,177,30,2,0,9,50,30,34,1,11,709,0.9008894536213469
1761,108,4,6,1,274,17,183,32,3,1,3,26,33,42,1,12,746,0.9075425790754258
1762,69,2,9,6,143,17,202,36,3,0,5,29,17,42,4,6,590,0.9276729559748428
1764,85,7,5,4,188,15,195,41,4,2,10,54,25,39,0,31,705,0.88125
1765,122,6,2,2,239,11,174,8,0,2,1,13,43,73,1,6,703,0.8842767295597485
1772,101,8,3,5,210,19,190,37,3,2,5,39,26,41,1,10,700,0.9090909090909091
1773,63,3,19,1,162,16,243,27,1,1,25,59,28,22,0,21,691,0.9544198895027625
1774,66,10,10,4,177,28,212,77,1,1,12,43,32,32,3,24,732,0.8872727272727273
1780,74,6,13,2,141,19,177,49,4,1,5,39,29,26,0,16,601,0.8760932944606414
1781,117,10,15,0,246,15,197,44,2,1,16,37,35,52,2,12,801,0.9154285714285715
1786,62,3,12,3,121,17,262,35,2,0,6,49,22,36,0,25,655,0.9534206695778749
1787,67,2,15,0,177,7,205,34,9,1,8,53,28,28,1,18,653,0.8193224592220828
1789,104,2,23,7,227,20,178,21,3,1,11,81,40,41,1,21,781,0.930870083432658
1790,89,1,8,2,208,17,220,60,3,0,6,36,12,40,3,8,713,0.9283854166666666
1794,80,11,9,4,196,13,185,29,3,0,8,47,35,39,2,17,678,0.9211956521739131
1799,97,5,10,2,157,15,201,49,1,2,2,38,14,34,3,14,644,0.8586666666666667
1800,92,2,15,3,194,11,271,54,1,0,16,64,24,34,3,19,803,0.8882743362831859
1801,81,5,12,1,200,12,182,48,4,0,8,38,14,30,3,15,653,0.9019337016574586
1806,86,3,22,7,255,16,189,31,4,1,10,30,15,25,0,20,714,0.8880597014925373
1809,73,5,11,3,183,24,229,38,2,0,7,48,22,32,4,15,696,0.862453531598513
1811,43,7,11,2,162,19,180,37,4,1,8,38,20,25,3,16,576,0.8359941944847605
1815,70,10,12,7,196,18,228,32,5,2,9,52,9,33,2,14,699,0.932
1818,79,9,16,2,230,19,211,26,4,1,4,54,34,41,2,19,751,0.9226044226044227
1819,75,5,4,3,204,12,203,27,1,0,4,46,17,40,3,19,663,0.8599221789883269
1823,74,5,10,3,193,21,163,29,1,0,3,26,41,44,0,9,622,0.9554531490015361
1824,66,5,23,6,148,20,243,43,4,1,8,59,15,28,0,19,688,0.8888888888888888
1826,94,6,12,4,238,10,191,57,5,0,16,66,22,30,2,23,776,0.9556650246305419
1832,43,10,22,2,189,14,166,16,3,4,12,43,10,24,0,6,564,0.8103448275862069
1833,89,7,21,6,172,14,230,38,5,0,5,37,38,29,5,19,715,0.9039190897597977
1834,84,7,4,0,207,7,192,24,1,2,1,30,25,42,2,15,643,0.9238505747126436
1842,69,5,17,1,175,18,224,52,3,1,26,58,12,42,0,12,715,0.8532219570405728
1846,70,4,20,3,183,10,233,56,5,2,14,54,29,21,0,17,721,0.9184713375796179
1847,113,7,13,7,248,23,262,49,2,0,8,36,28,52,1,14,863,0.9180851063829787
1848,124,4,6,5,241,21,208,39,1,1,3,34,26,58,2,8,781,0.9677819083023544
1851,71,5,15,1,170,10,177,42,1,0,9,38,25,41,4,17,626,0.884180790960452
1855,60,2,12,4,177,9,125,45,6,4,27,38,21,21,1,9,561,0.7155612244897959
1863,89,6,15,3,197,14,226,33,3,2,16,76,48,25,2,24,779,0.8733183856502242
1872,66,6,15,3,166,8,141,30,0,0,7,40,25,31,1,10,549,0.8686708860759493
1873,48,1,9,3,117,17,190,46,5,0,4,33,28,28,0,13,542,0.8973509933774835
1882,92,7,10,2,182,25,225,40,4,1,7,65,29,43,1,30,763,0.9248484848484848
1884,70,2,13,5,171,11,264,56,3,4,14,35,13,39,3,12,715,0.8656174334140436
1887,96,5,17,1,243,19,171,35,2,2,11,46,29,31,2,16,726,0.9143576826196473
1888,73,1,9,1,175,10,169,28,3,1,6,26,14,38,3,19,576,0.9042386185243328
1890,75,3,26,3,195,10,248,62,6,0,7,76,24,49,2,11,797,0.9224537037037037
1891,75,9,7,5,198,7,216,41,3,0,7,38,31,50,2,19,708,0.9007633587786259
1900,78,5,27,8,164,21,248,30,2,7,11,80,23,30,5,31,770,0.8632286995515696
1910,81,4,17,6,191,21,231,22,1,0,19,68,36,34,0,25,756,0.8852459016393442
1911,74,4,7,0,211,18,164,59,2,1,8,40,19,44,0,16,667,0.9087193460490464
1916,96,7,15,1,181,13,207,65,3,2,10,60,23,26,0,22,731,0.8860606060606061
1920,92,1,13,3,275,10,207,60,3,2,15,54,34,48,0,19,836,0.9278579356270811
1921,93,10,1,2,237,12,157,31,3,2,4,34,29,48,2,18,683,0.926729986431479
1924,67,7,18,8,127,6,304,48,1,0,19,42,21,37,1,19,725,0.847953216374269
1928,68,3,13,4,149,12,202,32,2,1,9,43,25,31,1,15,610,0.8918128654970761
1930,86,2,17,3,193,12,198,45,3,1,10,60,22,23,3,9,687,0.8408812729498164
1931,83,3,15,2,206,13,204,42,5,1,6,30,19,30,2,13,674,0.9296551724137931
1932,55,1,32,2,148,17,252,32,0,0,11,65,10,28,1,28,682,0.9166666666666666
1934,59,3,7,1,183,8,128,32,4,0,5,19,20,30,2,9,510,0.8947368421052632
1936,108,5,10,2,241,10,214,39,1,0,6,42,36,59,1,15,789,0.9121387283236995
1945,101,9,10,5,186,16,234,42,6,0,5,37,16,33,5,10,715,0.8392018779342723
1947,111,8,12,2,220,20,202,35,2,3,14,50,33,45,7,31,795,0.8669574700109052
1952,70,8,18,1,183,13,272,37,4,1,15,55,19,26,5,15,742,0.8791469194312796
1954,70,3,10,3,210,17,230,56,2,2,5,66,15,48,2,28,767,0.9141835518474374
1957,98,3,19,3,208,30,293,63,2,0,3,53,33,61,7,18,894,0.9351464435146444
1958,88,5,4,2,219,17,181,35,3,1,14,41,27,43,2,17,699,0.8836915297092288
1959,68,7,18,2,196,18,266,31,2,1,4,41,23,20,0,21,718,0.9065656565656566
1961,112,4,8,4,195,21,220,72,0,1,12,51,26,46,6,26,804,0.9230769230769231
1969,81,3,15,0,138,21,212,41,1,1,17,62,22,36,2,16,668,0.9201101928374655
1973,56,5,12,2,183,24,178,54,3,0,15,30,19,30,1,11,623,0.8616874135546335
1975,66,6,10,3,163,15,187,38,3,0,11,59,23,34,2,12,632,0.8901408450704226
1976,97,1,11,2,197,12,179,23,3,0,7,41,33,32,1,13,652,0.8931506849315068
1979,64,6,10,2,182,13,213,31,7,3,15,53,18,33,3,19,672,0.8948069241011984
1981,85,3,4,0,281,10,271,34,3,0,6,20,26,44,3,25,815,0.9565727699530516
1983,75,3,13,0,216,13,189,27,1,1,2,49,32,51,4,19,695,0.8633540372670807
1985,71,6,13,1,212,9,194,44,6,2,19,56,15,28,3,19,698,0.8173302107728337
1989,75,13,16,1,177,15,228,34,2,1,11,59,23,23,0,29,707,0.8192352259559675
1991,65,13,14,3,202,20,183,41,1,3,13,41,17,36,1,17,670,0.8200734394124847
1992,65,5,13,2,157,25,181,23,4,3,23,75,21,21,2,23,643,0.8918169209431346
1995,90,13,14,3,194,11,233,63,4,1,8,48,26,50,5,22,785,0.8930602957906713
1997,71,6,10,1,156,16,160,38,5,0,10,33,25,30,0,17,578,0.8770864946889226
2000,67,6,28,0,208,23,192,65,5,2,9,62,33,36,0,16,752,0.8478015783540023
2001,56,3,17,3,179,14,173,42,4,2,12,62,9,25,3,10,614,0.7861715749039693
2003,44,5,11,2,183,18,166,33,4,1,13,42,9,22,1,16,570,0.811965811965812
2004,91,7,22,1,205,14,208,38,3,1,10,57,21,33,1,21,733,0.8654073199527745
2015,111,9,17,1,261,12,182,33,4,2,13,52,21,47,1,31,797,0.8644251626898047
2017,106,10,13,1,250,26,221,50,2,4,4,45,15,43,3,14,807,0.8771739130434782
2019,91,3,13,6,221,16,221,59,5,3,19,54,22,41,1,13,788,0.8775055679287305
2021,106,5,7,0,233,12,167,19,2,0,1,23,28,32,3,12,650,0.8928571428571429
2024,69,5,24,6,188,11,177,27,1,3,16,40,17,18,2,16,620,0.7769423558897243
2026,5,1,0,2,24,1,26,0,1,0,4,2,1,10,0,0,77,0.22
2029,108,5,11,0,220,10,207,27,4,0,4,38,23,54,4,15,730,0.8827085852478839
2042,70,3,17,4,170,21,216,33,5,1,14,70,17,26,2,16,685,0.9487534626038782
2044,115,4,12,1,236,22,194,46,2,0,8,47,23,51,2,18,781,0.8716517857142857
2046,66,6,9,4,175,16,183,35,3,1,3,44,28,31,3,24,631,0.839095744680851
2050,78,9,11,6,206,19,182,38,2,1,10,38,15,26,0,23,664,0.8612191958495461
2053,103,3,9,4,233,15,221,35,4,0,9,39,24,40,1,18,758,0.9077844311377246
2055,89,4,16,0,188,13,191,46,2,0,14,52,17,40,6,34,712,0.8833746898263027
2058,104,5,13,1,171,13,210,40,2,1,6,65,25,35,2,15,708,0.8805970149253731
2060,94,6,29,4,198,15,210,28,3,2,16,72,23,25,2,19,746,0.7754677754677755
2062,83,7,18,4,182,6,227,34,4,0,18,59,12,26,2,19,701,0.8048220436280138
2063,45,1,21,2,185,7,167,24,8,3,17,49,10,15,0,8,562,0.7730398899587345
2064,77,3,30,4,191,31,204,38,5,2,19,49,13,35,1,18,720,0.8391608391608392
2065,43,3,16,1,144,7,112,31,1,2,12,42,10,14,1,12,451,0.754180602006689
2066,106,6,17,2,208,23,209,56,3,3,9,43,32,34,4,20,775,0.9117647058823529
2069,90,7,10,4,224,19,225,34,6,3,13,46,30,33,1,21,766,0.9352869352869353
2070,70,7,16,6,172,16,211,26,0,1,5,52,32,41,2,17,674,0.903485254691689
2072,85,0,10,3,203,14,161,32,1,0,2,24,20,55,3,15,628,0.9127906976744186
2081,5,1,6,2,36,6,39,2,2,0,2,6,2,10,0,2,121,inf
2082,7,0,0,0,36,2,25,6,1,0,3,0,1,8,0,2,91,inf
2083,82,0,15,5,210,12,174,55,5,1,9,45,8,46,3,17,687,0.9271255060728745
2089,99,6,11,3,209,16,181,27,4,0,11,37,32,46,3,10,695,0.8709273182957393
2091,85,2,8,3,198,8,165,28,1,0,0,33,22,50,1,10,614,0.9056047197640118
2092,68,3,14,6,174,20,183,21,2,0,9,49,34,36,2,15,636,0.8446215139442231
2102,92,9,14,9,213,20,168,49,1,2,15,42,19,30,2,15,700,0.8413461538461539
2103,91,6,13,3,237,14,208,39,4,0,10,39,22,44,4,18,752,0.9016786570743405
2105,94,6,10,3,227,23,250,61,1,0,8,39,31,46,0,35,834,0.8948497854077253
2107,67,11,21,2,176,16,257,52,4,3,16,60,29,29,3,16,762,0.8964705882352941
2108,82,2,15,2,152,18,270,46,0,1,5,57,27,33,1,17,728,0.9134253450439147
2117,80,4,12,4,138,18,224,28,5,2,9,64,18,32,2,28,668,0.939521800281294
2120,65,6,10,3,184,21,227,56,4,1,18,62,23,37,2,24,743,0.9060975609756098
2124,77,6,6,1,196,15,162,34,2,0,12,49,20,24,1,20,625,0.8468834688346883
2132,62,1,18,0,132,16,268,34,4,1,7,49,13,24,0,16,645,0.9033613445378151
2141,85,8,5,2,205,18,215,44,1,3,11,39,22,53,1,26,738,0.9225
2144,134,6,11,3,227,21,238,25,5,1,3,48,22,52,3,22,821,0.9318955732122588
2147,111,6,14,2,293,14,272,53,2,0,5,51,32,45,3,22,925,0.9545923632610939
2158,71,3,7,2,183,14,194,41,1,0,15,51,17,30,0,22,651,0.8942307692307693
2159,90,6,8,7,199,26,206,45,1,0,11,44,14,37,0,17,711,0.8525179856115108
2172,80,2,7,0,188,35,184,42,1,1,10,28,22,38,5,6,649,0.9153737658674189
2181,78,5,10,5,176,15,176,46,3,1,16,52,17,19,9,14,642,0.8782489740082079
2183,83,7,13,2,257,6,185,26,2,0,7,36,16,54,1,11,706,0.9121447028423773
2184,76,4,11,3,154,16,132,24,5,3,8,33,23,28,5,24,549,0.8578125
2186,90,10,9,4,196,16,228,35,3,3,8,60,17,37,0,26,742,0.8791469194312796
2192,91,7,8,8,199,24,202,43,1,1,10,49,25,44,4,19,735,0.8996328029375765
2193,87,7,7,2,207,26,212,43,4,1,10,37,22,46,4,29,744,0.8815165876777251
2195,67,6,10,4,200,23,163,50,5,2,3,51,31,59,2,22,698,0.8574938574938575
2196,53,8,17,0,168,13,187,35,4,2,17,51,16,17,2,11,601,0.7845953002610966
2210,68,8,29,7,164,25,246,47,5,3,14,88,18,40,6,25,793,0.8695175438596491
2212,62,4,11,6,155,12,132,28,2,0,20,44,21,40,3,11,551,0.7717086834733894
2222,87,6,10,0,164,17,248,52,4,1,11,59,19,40,4,15,737,0.829954954954955
2229,82,6,8,3,191,19,168,52,2,1,10,55,22,41,0,15,675,0.8576874205844981
2241,60,6,6,3,148,18,208,35,1,2,16,43,19,25,0,16,606,0.8938053097345132
2243,91,5,12,3,222,13,204,45,6,0,16,47,32,44,1,15,756,0.8729792147806005
