SEZIONE,+Europa,Casapound Italia,Civica Popolare Lorenzin,Forza Italia,Fratelli d'Italia con Giorgia ,Il Popolo della Famiglia,Italia Europa Insieme,Italia agli Italiani,Lega,Liberi e Uguali,Movimento 5 Stelle,Noi con l'Italia - UDC,Partito Democratico,Partito Repubblicano Italiano ,Per Una Sinistra Rivoluzionari,Potere al Popolo!,TOTALE,AFFLUENZA
778,32,4,1,72,25,2,3,1,79,24,105,1,125,1,0,11,486,0.5912408759124088
780,32,7,5,85,26,2,2,2,111,41,121,9,169,2,1,7,622,0.6182902584493042
781,40,8,2,85,32,2,4,3,151,32,178,8,130,0,4,9,688,0.6335174953959485
783,31,1,1,80,21,2,2,1,84,28,113,5,126,0,1,2,498,0.7248908296943232
784,34,6,1,68,12,1,4,2,74,29,110,5,157,1,3,10,517,0.6221419975932612
785,36,9,1,108,21,2,4,3,143,30,120,6,123,0,1,5,612,0.5895953757225434
786,43,3,3,76,29,6,6,0,87,31,114,5,146,1,3,8,561,0.68
788,22,4,3,69,17,1,1,3,106,29,164,3,114,1,3,6,546,0.5921908893709328
789,22,5,2,98,17,1,2,6,128,25,119,7,160,5,1,6,604,0.6201232032854209
790,42,9,3,68,25,9,4,1,99,32,113,5,161,0,2,8,581,0.5965092402464066
791,31,9,4,82,18,3,3,6,135,24,130,9,105,0,1,5,565,0.5916230366492147
792,28,4,3,107,25,3,2,4,162,32,167,14,151,0,2,12,716,0.6199134199134199
793,34,8,3,89,29,9,1,5,131,31,151,9,141,1,4,15,661,0.5808435852372583
794,25,3,2,102,33,3,2,2,151,17,155,7,139,1,1,4,647,0.5766488413547237
796,22,4,1,69,32,4,2,0,112,18,88,9,97,1,3,4,466,0.5825
797,21,5,2,49,10,1,3,1,87,14,107,4,70,0,0,9,383,0.5674074074074074
799,19,7,13,121,30,0,3,1,152,19,102,15,154,2,1,6,645,0.6462925851703407
800,23,3,0,83,17,2,2,2,115,17,110,12,126,1,4,8,525,0.5932203389830508
801,18,0,0,53,16,0,0,3,82,13,129,2,87,2,2,10,417,0.552317880794702
802,11,3,1,69,12,0,1,4,97,10,103,7,82,0,1,4,405,0.5578512396694215
803,20,4,0,85,28,3,3,2,90,15,114,2,90,0,3,11,470,0.5562130177514792
805,35,4,3,67,26,0,0,4,108,28,144,1,105,0,0,14,539,0.5982241953385128
806,19,1,2,79,19,5,1,2,100,15,99,2,80,0,3,4,431,0.5896032831737346
807,23,6,1,65,16,1,3,4,99,26,97,3,107,0,1,6,458,0.5790139064475348
808,36,7,2,68,14,1,2,4,108,33,127,1,131,1,1,17,553,0.6467836257309941
812,25,6,1,86,14,4,10,5,99,29,113,8,143,2,5,12,562,0.625139043381535
813,64,0,1,71,20,2,9,3,72,50,67,5,175,0,1,12,552,0.6039387308533917
816,64,0,2,81,27,5,3,2,101,31,66,5,177,0,0,6,570,0.6793802145411204
817,78,2,2,68,21,4,3,0,92,31,85,8,203,1,0,4,602,0.6424759871931697
818,47,3,7,82,26,7,2,2,79,37,101,6,170,0,2,12,583,0.6420704845814978
820,41,8,5,62,25,4,2,2,80,21,102,42,135,0,1,5,535,0.6645962732919255
821,43,5,2,59,24,4,3,2,77,26,91,25,166,1,3,8,539,0.6267441860465116
822,60,2,3,83,29,3,7,1,82,31,130,6,223,2,4,18,684,0.6286764705882353
823,40,8,4,73,26,4,7,2,115,25,147,7,149,0,1,12,620,0.6262626262626263
824,60,2,2,84,19,3,1,1,109,34,110,16,205,0,1,8,655,0.619678334910123
825,46,4,1,63,16,5,3,0,47,14,54,7,136,0,2,5,403,0.6106060606060606
827,22,3,1,49,10,2,5,6,73,12,83,4,68,0,1,5,344,0.5316846986089645
828,62,3,6,62,20,2,12,1,75,30,74,2,155,1,0,6,511,0.6419597989949749
832,41,8,3,68,18,1,8,1,56,22,50,7,174,0,0,8,465,0.6046814044213265
834,27,2,0,72,20,2,6,2,144,31,126,13,99,0,0,7,551,0.6638554216867469
835,31,7,5,61,29,2,4,7,107,29,131,2,87,0,0,8,510,0.5610561056105611
836,34,6,1,69,11,3,0,2,137,20,141,2,111,0,2,9,548,0.545273631840796
837,57,4,1,65,21,1,7,5,101,46,149,4,154,1,2,18,636,0.5564304461942258
838,61,1,2,63,19,1,4,1,60,35,93,6,124,1,1,18,490,0.5798816568047337
839,25,4,1,83,25,3,4,4,89,21,86,5,115,2,3,3,473,0.6306666666666667
840,38,2,0,85,21,4,3,11,85,15,71,3,101,3,0,6,448,0.5949535192563081
841,46,1,1,78,22,1,7,1,57,30,94,8,133,1,2,13,495,0.6329923273657289
844,22,0,1,46,9,2,3,0,60,8,70,4,60,0,1,10,296,0.43085880640465796
847,34,3,0,66,11,1,7,6,67,26,96,3,142,0,1,14,477,0.6411290322580645
848,44,2,3,64,3,2,4,7,52,31,74,3,91,2,1,9,392,0.6068111455108359
852,19,4,3,60,12,2,0,3,78,17,81,4,97,0,1,8,389,0.53360768175583
853,71,6,3,73,15,2,7,2,81,33,89,2,176,1,1,11,573,0.6025236593059937
855,29,0,2,63,19,2,6,0,76,35,90,3,167,0,2,13,507,0.5881670533642691
856,46,5,3,67,22,2,4,3,85,28,70,6,134,1,2,6,484,0.6436170212765957
857,56,0,4,93,20,2,5,1,91,22,59,2,167,1,4,5,532,0.5833333333333334
859,68,9,2,66,40,2,3,4,87,30,85,6,185,0,1,8,596,0.5792031098153547
861,47,2,2,89,23,4,1,3,91,25,64,3,139,1,1,3,498,0.6343949044585987
862,67,0,4,76,17,0,5,2,74,19,61,6,143,1,1,8,484,0.6318537859007833
863,75,4,2,49,12,0,5,1,76,38,69,5,182,0,1,8,527,0.6670886075949367
865,37,4,2,54,18,4,5,3,74,22,75,11,136,2,1,4,452,0.6579330422125182
866,6,2,1,75,11,4,3,4,61,12,82,1,75,0,2,6,345,0.48660084626234135
868,31,3,2,74,25,0,7,3,87,42,87,9,151,1,1,11,534,0.6334519572953736
869,31,4,2,70,24,1,3,3,79,27,99,5,145,0,0,6,499,0.6430412371134021
871,62,1,3,97,20,0,7,0,86,15,91,9,180,0,0,6,577,0.6151385927505331
874,62,3,7,110,44,2,5,3,102,29,86,6,242,2,1,9,713,0.6406109613656783
875,58,0,4,83,15,3,6,1,103,33,103,9,155,1,1,12,587,0.6325431034482759
877,20,0,3,82,22,5,0,1,83,21,103,11,156,2,2,5,516,0.5903890160183066
878,22,2,6,71,26,3,2,4,116,24,119,4,128,1,2,7,537,0.6654275092936803
879,25,3,3,76,20,2,4,3,78,15,42,2,117,0,0,7,397,0.6051829268292683
881,33,1,6,73,26,5,5,2,139,20,111,21,173,1,1,4,621,0.6993243243243243
883,57,8,3,106,29,1,10,3,98,29,69,4,185,1,1,8,612,0.6011787819253438
884,36,3,0,66,16,5,6,2,78,22,95,2,109,1,0,14,455,0.5947712418300654
886,47,5,0,79,13,3,2,4,89,38,102,6,173,0,0,8,569,0.6654970760233918
889,40,3,6,72,30,0,0,2,110,24,65,11,141,1,2,8,515,0.6619537275064268
890,33,2,1,69,11,1,1,4,72,15,79,0,112,0,0,8,408,0.5432756324900133
891,24,7,1,76,19,2,1,4,82,21,96,4,89,0,1,10,437,0.5428571428571428
895,29,5,1,71,28,0,5,3,92,23,80,3,131,0,2,16,489,0.5835322195704057
898,17,6,1,63,18,3,1,4,76,16,65,1,60,1,1,5,338,0.5007407407407407
899,20,2,3,74,32,2,1,4,95,27,109,8,105,0,0,6,488,0.5775147928994083
900,27,1,5,105,30,0,3,4,128,24,70,24,147,0,1,9,578,0.6689814814814815
901,8,4,2,50,10,0,0,0,57,7,59,2,41,0,2,4,246,0.48330058939096265
902,41,4,1,65,21,0,3,0,71,26,88,6,78,1,1,6,412,0.5545087483176312
903,15,5,1,67,10,0,1,1,103,9,91,5,66,0,2,10,386,0.5244565217391305
904,17,0,1,58,21,0,3,0,112,0,0,5,85,0,0,0,302,0.4131326949384405
905,48,4,3,60,11,0,2,0,84,30,93,5,156,1,0,6,503,0.6834239130434783
906,41,1,5,59,19,2,5,1,99,25,111,4,128,1,0,8,509,0.6222493887530562
907,74,5,2,85,11,2,2,8,82,29,105,10,223,2,2,12,654,0.6666666666666666
908,71,0,5,84,37,4,9,2,92,29,130,11,179,0,2,5,660,0.6291706387035272
909,20,0,3,54,28,4,1,1,103,27,140,5,102,0,1,7,496,0.5794392523364486
910,11,6,3,94,16,1,2,5,114,16,99,2,103,1,4,3,480,0.5693950177935944
912,13,2,3,71,14,1,1,2,98,17,111,4,76,0,1,7,421,0.5432258064516129
913,14,8,2,74,21,2,0,4,118,14,150,13,120,0,4,6,550,0.6300114547537228
914,11,3,2,59,9,0,0,3,81,18,127,7,70,0,0,4,394,0.5267379679144385
915,11,3,3,107,12,1,0,1,108,2,123,4,100,0,1,2,478,0.5500575373993095
916,9,4,0,39,4,0,1,5,36,8,53,2,39,0,0,2,202,0.2630208333333333
917,39,5,1,63,26,3,2,2,111,45,127,4,214,0,3,8,653,0.6333656644034917
920,41,7,2,62,31,9,3,2,104,29,180,8,149,0,1,7,635,0.5629432624113475
921,34,11,1,104,29,5,5,3,133,20,147,9,136,1,1,3,642,0.6484848484848484
922,23,2,3,81,18,5,2,2,106,23,80,13,123,0,1,3,485,0.6475300400534045
924,41,2,6,97,27,7,1,2,112,23,80,4,184,0,0,4,590,0.6941176470588235
925,58,7,1,88,31,1,5,3,105,30,113,20,164,0,0,9,635,0.625615763546798
927,51,4,2,82,27,4,4,3,88,22,82,10,135,1,0,5,520,0.611764705882353
928,66,4,1,80,27,0,4,6,115,37,120,4,211,0,1,4,680,0.6563706563706564
929,1,1,0,6,0,0,0,1,10,1,4,0,5,0,0,1,30,0.22556390977443608
930,68,5,3,92,25,5,4,5,77,28,127,7,213,0,3,6,668,0.688659793814433
931,40,3,2,50,16,2,2,5,101,27,91,1,111,0,1,10,462,0.607095926412615
933,23,6,3,68,10,1,1,2,82,15,84,6,112,1,1,2,417,0.5889830508474576
934,28,4,5,65,14,1,2,3,75,21,88,12,118,0,2,12,450,0.635593220338983
936,19,2,2,50,10,2,2,2,113,18,75,2,96,0,2,7,402,0.5885797950219619
938,38,3,2,55,24,5,3,2,95,14,90,1,102,1,1,4,440,0.5937921727395412
940,5,1,1,49,7,1,0,1,66,6,73,1,58,1,1,2,273,0.5219885277246654
941,2,7,0,84,11,2,0,7,110,11,67,1,47,1,3,4,357,0.46727748691099474
942,7,4,1,59,8,4,0,2,95,8,48,2,47,0,2,4,291,0.5123239436619719
945,18,1,1,69,22,2,1,3,142,13,98,3,100,0,1,3,477,0.5910780669144982
946,5,2,0,53,16,2,1,2,75,7,83,0,44,0,1,2,293,0.46214511041009465
947,13,2,3,77,9,0,1,1,88,6,74,1,53,0,0,2,330,0.5409836065573771
948,10,3,0,88,21,0,3,1,138,14,116,5,76,0,2,7,484,0.5721040189125296
951,33,5,0,40,22,4,4,4,100,38,120,12,136,1,2,7,528,0.6226415094339622
952,20,8,1,86,29,2,1,4,99,19,93,24,137,2,0,1,526,0.6985391766268261
953,30,7,1,56,16,1,4,5,113,18,184,19,112,1,1,4,572,0.5964546402502607
954,9,4,2,71,10,2,3,1,101,16,118,5,122,0,2,8,474,0.5214521452145214
955,21,5,2,78,18,5,2,1,118,25,165,11,139,1,1,5,597,0.5790494665373423
956,6,2,0,41,11,0,2,4,66,13,75,3,70,1,1,9,304,0.5
957,1,0,0,3,0,0,0,0,4,2,16,0,9,1,0,1,37,0.31092436974789917
959,25,0,1,73,13,0,7,0,122,0,0,4,118,0,0,0,363,0.3719262295081967
960,40,3,1,104,38,1,3,3,135,31,118,14,179,0,1,6,677,0.6617790811339198
961,29,4,0,99,26,1,3,2,122,17,116,7,107,0,1,6,540,0.6733167082294265
962,25,4,7,77,17,2,5,1,106,19,90,25,133,1,3,3,518,0.6565272496831432
963,46,6,1,90,24,6,5,1,106,30,145,16,144,0,1,2,623,0.6337741607324516
964,33,2,2,78,22,6,5,3,95,13,105,11,169,0,2,4,550,0.5445544554455446
965,34,4,3,110,24,1,1,5,125,17,86,6,139,0,1,3,559,0.5915343915343916
968,27,3,1,87,14,1,5,6,94,16,117,4,142,0,1,11,529,0.5510416666666667
969,46,6,1,107,33,2,5,4,113,30,124,4,166,0,0,6,647,0.647
970,54,4,2,93,32,4,4,5,138,26,168,6,173,3,3,12,727,0.6633211678832117
971,53,4,1,103,37,3,2,4,117,27,102,7,208,0,1,4,673,0.6630541871921182
973,68,6,2,59,21,1,5,3,84,38,114,11,148,0,2,18,580,0.6105263157894737
974,65,1,2,59,18,2,6,2,60,29,75,6,163,0,0,11,499,0.6100244498777506
976,48,0,3,55,22,0,1,5,66,25,95,3,82,0,3,19,427,0.5567144719687093
978,42,3,2,62,14,3,6,1,79,23,77,0,138,0,0,5,455,0.5886157826649417
979,54,2,0,55,9,2,1,2,77,27,97,1,107,0,1,6,441,0.5639386189258312
981,51,4,2,69,16,0,3,2,70,27,101,3,135,1,3,14,501,0.5680272108843537
982,18,1,1,45,14,1,1,2,64,12,128,2,78,0,1,11,379,0.5285913528591353
983,33,4,1,114,21,2,4,1,73,14,44,3,153,1,0,2,470,0.6545961002785515
984,42,2,0,51,14,0,3,3,69,29,85,6,76,0,0,10,390,0.5927051671732523
985,47,2,2,72,15,2,2,3,87,28,86,4,111,1,1,20,483,0.5897435897435898
986,39,3,0,64,19,1,4,1,85,33,74,1,130,0,0,12,466,0.5839598997493735
988,40,2,3,71,21,2,4,3,75,31,95,16,151,3,0,7,524,0.6171967020023557
989,47,2,0,94,23,4,3,6,83,25,90,4,136,1,1,17,536,0.5832426550598476
990,30,5,2,82,23,0,4,3,110,41,90,15,148,1,2,8,564,0.6527777777777778
994,19,4,2,55,13,1,0,2,77,17,82,1,99,1,1,6,380,0.5019815059445178
995,9,4,2,95,10,3,1,2,81,8,65,1,58,1,4,2,346,0.4701086956521739
1001,31,5,2,95,18,0,3,0,133,19,107,2,116,1,0,11,543,0.5563524590163934
1003,30,5,3,46,20,1,2,5,85,13,76,2,113,1,1,12,415,0.5334190231362468
1004,18,1,4,56,14,2,1,0,68,17,97,9,114,0,2,8,411,0.5724233983286908
1005,29,4,1,94,21,1,5,3,81,12,91,5,123,1,1,10,482,0.59727385377943
1006,23,3,6,83,23,0,6,0,75,20,77,5,123,0,0,1,445,0.6348074179743224
1007,28,0,4,90,25,1,4,3,76,22,69,6,121,1,0,5,455,0.6509298998569385
1008,25,3,2,70,16,4,1,6,94,25,101,3,107,0,0,5,462,0.56
1010,39,2,3,56,15,1,4,0,76,23,99,1,110,1,2,7,439,0.6097222222222223
1012,8,3,2,20,5,0,2,3,33,8,47,2,44,0,0,5,182,0.48533333333333334
1013,15,0,0,69,18,3,4,8,90,12,133,11,111,1,2,6,483,0.6090794451450189
1015,33,3,0,55,15,1,2,3,106,34,103,5,138,1,0,17,516,0.659846547314578
1016,26,2,1,53,14,2,5,2,99,21,79,5,145,0,2,11,467,0.5716034271725826
1017,62,8,5,75,11,1,4,2,128,26,128,6,164,3,0,17,640,0.641925777331996
1019,61,8,3,74,34,5,13,3,117,35,95,6,188,1,0,9,652,0.64746772591857
1020,45,2,7,69,16,0,1,1,90,24,81,4,123,0,1,4,468,0.5645355850422196
1021,57,6,1,68,22,1,5,0,103,34,100,3,157,0,2,9,568,0.6114101184068891
1022,31,2,0,66,27,4,3,8,82,23,75,1,105,0,2,4,433,0.6230215827338129
1023,39,1,5,85,28,1,2,4,94,13,36,3,142,1,0,2,456,0.6307053941908713
1024,49,2,1,63,21,2,2,0,98,23,86,2,134,0,1,12,496,0.5911799761620977
1025,14,3,1,70,13,2,0,1,108,15,60,4,61,0,2,3,357,0.5173913043478261
1027,44,3,2,75,18,2,2,2,89,23,95,1,132,0,2,14,504,0.5581395348837209
1028,31,1,1,89,24,2,4,2,111,26,107,2,135,1,2,9,547,0.5639175257731959
1029,18,2,2,57,18,2,1,3,84,16,117,5,69,0,0,7,401,0.4926289926289926
1030,4,0,2,43,9,2,0,2,70,10,54,4,35,0,1,9,245,0.4209621993127148
1032,18,3,4,57,12,3,4,2,88,26,83,4,81,0,2,12,399,0.4877750611246944
1033,33,4,5,64,27,1,3,4,91,20,97,4,156,0,2,8,519,0.6536523929471033
1034,14,3,6,63,18,1,5,5,101,14,113,3,118,0,2,7,473,0.5657894736842105
1035,10,1,2,34,6,1,1,3,65,8,51,1,48,0,1,7,239,0.495850622406639
1037,25,10,1,93,33,4,6,2,129,9,177,6,134,1,1,9,640,0.6286836935166994
1038,13,1,1,53,12,0,0,1,77,18,87,0,62,1,3,4,333,0.48970588235294116
1039,3,0,0,15,4,0,3,0,4,1,6,2,16,1,0,0,55,0.19927536231884058
1040,0,0,0,8,1,0,0,2,4,2,5,0,12,2,1,1,38,0.2585034013605442
1043,0,2,1,13,1,2,0,3,15,0,4,3,29,0,0,1,74,inf
1044,0,0,0,5,0,0,0,1,0,2,0,0,12,0,0,0,20,0.09569377990430622
1045,23,2,1,49,25,3,4,2,97,20,85,6,91,0,1,5,414,0.6088235294117647
1046,26,1,1,40,10,1,2,2,72,17,44,1,88,2,1,2,310,0.62
1048,45,5,4,62,18,3,6,1,61,17,79,6,131,2,3,5,448,0.6390870185449358
1050,60,3,2,73,26,1,8,0,92,36,101,3,146,0,1,16,568,0.6367713004484304
1051,40,3,2,62,22,7,5,1,98,24,78,5,142,0,0,9,498,0.5678449258836944
1052,39,6,0,71,26,1,11,5,102,19,108,5,179,0,1,8,581,0.6506159014557671
1056,32,6,4,87,26,5,3,1,124,37,101,9,163,0,2,9,609,0.6214285714285714
1059,46,5,6,70,18,1,4,2,93,28,88,10,152,1,0,4,528,0.6709021601016518
1062,9,3,0,50,8,0,1,2,67,9,43,2,50,2,0,3,249,0.424190800681431
1063,24,3,1,74,15,5,2,4,98,14,65,2,112,0,0,7,426,0.5220588235294118
1064,20,1,1,74,16,0,1,2,75,13,38,1,80,0,1,2,325,0.4843517138599106
1068,23,5,3,71,17,2,5,8,114,24,123,3,112,4,1,7,522,0.6468401486988847
1069,19,2,1,71,15,0,1,3,84,9,82,5,71,0,2,2,367,0.5318840579710145
1070,16,1,1,37,17,0,1,5,92,17,46,0,93,1,1,1,329,0.5833333333333334
1072,9,4,0,56,4,1,0,5,91,10,64,3,61,1,1,0,310,0.4813664596273292
1073,16,4,4,61,17,3,2,0,137,25,111,1,100,0,1,6,488,0.6304909560723514
1074,19,7,3,76,14,0,2,2,140,47,132,6,144,1,2,13,608,0.6406743940990516
1075,14,4,3,80,16,1,7,0,108,21,133,1,112,1,0,11,512,0.5824800910125142
1076,7,3,0,68,13,1,1,1,81,13,84,2,49,1,2,3,329,0.514866979655712
1077,37,5,2,68,10,0,4,5,108,24,82,0,133,0,0,6,484,0.657608695652174
1078,32,4,0,51,20,0,6,4,90,14,99,3,113,1,1,6,444,0.6107290233837689
1079,33,5,9,94,24,1,5,2,79,18,75,5,133,1,2,6,492,0.5956416464891041
1080,48,2,10,99,17,4,6,3,101,31,122,24,166,0,2,3,638,0.6279527559055118
1081,9,7,0,81,14,1,0,2,138,16,110,6,80,2,1,6,473,0.6010165184243964
1082,6,7,0,51,14,2,3,5,97,7,80,4,68,0,1,4,349,0.5232383808095952
1083,8,5,4,88,14,0,0,5,90,13,88,2,53,0,0,5,375,0.4693366708385482
1084,38,1,2,66,22,4,3,1,115,30,90,14,179,0,4,7,576,0.735632183908046
1085,15,3,0,87,16,3,0,8,112,12,134,1,106,0,3,12,512,0.5614035087719298
1087,8,4,1,74,16,1,3,1,129,12,146,1,114,0,0,8,518,0.6286407766990292
1089,21,4,0,62,12,5,0,6,111,39,177,2,132,0,3,10,584,0.5845845845845846
1090,14,5,2,99,22,7,3,4,131,21,137,5,136,0,1,8,595,0.6269757639620653
1092,19,6,1,66,19,3,4,1,109,19,98,3,122,0,0,6,476,0.6246719160104987
1094,23,1,0,48,19,0,2,2,86,14,121,4,106,0,1,8,435,0.6258992805755396
1095,13,2,1,57,18,0,2,1,78,17,117,2,102,0,1,2,413,0.6682847896440129
1096,14,5,1,45,26,0,1,5,120,9,141,3,130,2,1,4,507,0.5915985997666278
1097,9,3,0,54,14,1,0,2,61,15,72,1,88,0,0,7,327,0.5085536547433903
1099,62,3,5,138,27,1,3,1,120,20,74,2,139,0,0,0,595,0.5743243243243243
1100,24,5,0,69,23,6,0,2,97,10,101,4,69,1,0,8,419,0.6281859070464768
1102,24,5,1,83,28,2,0,2,110,10,82,4,95,1,3,9,459,0.574468085106383
1103,31,5,7,115,28,4,2,4,110,7,57,2,149,4,3,4,532,0.579520697167756
1107,41,2,1,85,24,1,5,2,150,23,171,2,191,0,1,9,708,0.7239263803680982
1111,17,4,3,71,26,2,3,1,98,35,73,6,163,1,2,5,510,0.7193229901269393
1112,21,1,0,66,9,3,3,2,99,9,93,24,109,0,1,1,441,0.7182410423452769
1113,17,7,0,39,21,1,0,0,81,8,68,3,52,1,2,2,302,0.5852713178294574
1114,19,7,1,102,19,0,5,3,168,13,130,6,104,1,0,2,580,0.5829145728643216
1115,32,2,3,70,17,7,2,1,99,16,85,7,80,0,1,2,424,0.5955056179775281
1116,0,0,0,1,0,0,0,0,3,1,6,0,3,0,0,1,15,inf
1117,50,3,3,107,27,4,1,6,139,28,123,8,173,0,1,4,677,0.6392823418319169
1118,34,1,0,71,20,1,3,3,116,15,109,5,157,1,1,3,540,0.6330597889800703
1119,38,1,1,80,17,1,0,3,94,14,108,5,139,0,1,9,511,0.6119760479041916
1120,28,5,3,86,23,1,3,1,106,19,120,4,112,2,3,8,524,0.592090395480226
1121,27,6,1,72,30,5,3,2,129,25,164,1,145,0,2,11,623,0.6509926854754441
1123,10,5,1,73,14,3,1,5,75,14,74,1,84,1,1,7,369,0.5301724137931034
1124,31,4,1,79,29,5,2,6,120,27,116,5,151,0,0,4,580,0.6682027649769585
1125,24,2,6,63,23,0,6,3,107,28,123,5,134,0,1,13,538,0.660122699386503
1127,31,5,6,70,13,0,4,3,115,20,91,4,76,0,0,6,444,0.5685019206145967
1128,24,6,2,73,21,4,0,4,122,30,122,6,108,0,1,9,532,0.6143187066974596
1130,48,1,2,73,14,5,2,6,112,24,93,4,174,1,2,5,566,0.6261061946902655
1132,20,4,1,77,20,2,2,0,113,24,85,2,146,0,1,10,507,0.6152912621359223
1133,33,3,0,67,25,1,4,1,123,23,103,2,89,0,2,2,478,0.6104725415070242
1135,19,3,1,47,19,2,2,4,98,28,86,6,75,0,1,7,398,0.6238244514106583
1136,25,1,0,63,21,3,0,2,78,30,100,2,82,1,2,18,428,0.574496644295302
1137,15,4,1,46,7,2,2,3,81,19,83,2,88,1,2,8,364,0.5290697674418605
1141,11,5,1,35,8,0,2,2,79,12,70,0,94,0,1,5,325,0.5671902268760908
1142,17,1,5,52,8,3,7,1,80,17,86,4,102,0,0,13,396,0.5344129554655871
