SEZIONE,+Europa,Casapound Italia,Civica Popolare Lorenzin,Forza Italia,Fratelli d'Italia con Giorgia ,Il Popolo della Famiglia,Italia Europa Insieme,Italia agli Italiani,Lega,Liberi e Uguali,Movimento 5 Stelle,Noi con l'Italia - UDC,Partito Democratico,Partito Repubblicano Italiano ,Per Una Sinistra Rivoluzionari,Potere al Popolo!,TOTALE,AFFLUENZA
1143,14,6,3,75,12,0,0,5,112,12,73,5,59,0,2,11,389,0.5350756533700137
1144,29,5,3,58,17,4,2,2,98,21,78,5,108,0,2,10,442,0.5924932975871313
1148,25,1,1,70,22,2,2,2,84,30,75,3,117,0,4,8,446,0.6194444444444445
1149,21,4,3,63,16,1,2,4,85,31,94,4,96,0,3,13,440,0.5692108667529108
1151,21,1,2,92,20,2,4,2,76,28,98,16,152,0,1,5,520,0.6824146981627297
1152,1,1,2,23,1,0,1,1,22,2,21,1,24,0,0,0,100,20.0
1154,19,9,0,88,23,1,2,4,125,18,178,4,114,0,0,6,591,0.5523364485981308
1155,15,9,1,62,28,5,0,1,114,16,193,3,92,1,3,6,549,0.546812749003984
1156,11,2,1,76,12,0,0,1,74,10,74,4,93,1,2,5,366,0.5596330275229358
1159,2,0,1,37,13,3,0,1,83,4,38,1,25,0,0,3,211,0.48729792147806006
1161,7,8,1,53,11,3,3,4,89,17,168,4,84,0,0,6,458,0.6164199192462988
1163,6,5,1,75,20,3,1,4,111,18,118,9,69,1,4,6,451,0.5148401826484018
1164,10,3,0,60,24,1,3,0,108,12,120,0,148,0,1,7,497,0.6235884567126725
1165,36,8,1,98,21,4,4,2,88,26,156,1,131,0,0,8,584,0.594704684317719
1167,26,1,6,55,17,1,3,3,94,22,121,5,94,0,1,9,458,0.579746835443038
1168,35,1,1,56,9,1,1,2,75,24,107,3,145,0,1,12,473,0.6248348745046235
1170,47,4,0,40,15,0,5,0,73,24,91,4,115,0,2,9,429,0.6355555555555555
1172,39,2,5,67,14,3,0,3,97,32,99,4,125,1,2,11,504,0.6014319809069213
1173,46,3,1,65,15,3,3,2,91,29,111,10,138,1,1,9,528,0.5488565488565489
1174,24,8,6,81,17,1,5,2,108,35,117,8,135,1,0,6,554,0.646441073512252
1175,26,5,0,63,12,1,1,4,110,16,108,5,106,0,2,11,470,0.5773955773955773
1176,41,4,1,62,19,2,2,3,112,32,161,7,142,0,4,25,617,0.5755597014925373
1178,9,8,1,90,24,5,0,3,164,9,159,6,89,2,0,2,571,0.5767676767676768
1181,48,2,3,48,14,3,1,2,78,29,104,1,131,0,1,8,473,0.6400541271989174
1182,39,4,1,72,23,3,4,6,96,25,143,1,137,1,6,10,571,0.5960334029227558
1184,38,2,0,71,21,1,4,1,128,28,124,13,146,0,3,14,594,0.5817825661116552
1185,36,5,6,56,16,2,1,0,78,40,85,8,115,0,0,11,459,0.6202702702702703
1186,46,2,1,89,15,1,6,3,103,23,114,23,153,0,3,6,588,0.6157068062827226
1187,28,1,1,93,13,7,1,2,134,22,98,20,117,0,2,9,548,0.6178128523111612
1188,24,2,1,59,20,3,4,1,87,24,120,0,80,0,0,8,433,0.613314447592068
1190,37,4,2,70,23,3,2,4,114,26,91,17,101,1,2,10,507,0.597877358490566
1191,34,4,4,89,14,1,13,1,79,29,87,31,193,1,3,8,591,0.6808755760368663
1192,80,4,3,91,13,3,4,4,73,30,102,26,172,1,1,22,629,0.6497933884297521
1194,66,3,5,81,15,5,6,4,83,36,104,12,151,2,3,16,592,0.6166666666666667
1196,61,10,2,66,29,2,4,1,116,29,118,18,156,1,0,6,619,0.6044921875
1200,36,1,5,54,14,3,2,3,81,5,88,13,121,0,1,2,429,0.5181159420289855
1201,18,7,1,79,22,3,3,1,92,18,119,1,123,0,2,6,495,0.581668625146886
1203,7,5,0,70,76,3,59,3,20,32,83,7,126,1,1,18,511,0.6018845700824499
1204,36,4,0,38,19,1,4,4,96,17,118,9,98,0,1,13,458,0.5761006289308176
1205,46,2,1,84,26,6,7,4,133,34,118,24,128,0,0,4,617,0.6577825159914712
1207,36,6,3,43,19,3,4,5,90,12,107,5,130,0,2,6,471,0.552168815943728
1209,19,9,1,63,21,2,2,2,86,27,137,1,130,2,4,7,513,0.6136363636363636
1210,13,1,1,73,28,2,2,0,114,17,124,1,118,0,0,7,501,0.6109756097560975
1211,16,6,1,97,19,0,7,3,142,22,151,4,138,0,0,7,613,0.5761278195488722
1212,23,9,3,56,16,1,5,4,97,31,114,3,143,0,2,1,508,0.6529562982005142
1213,9,3,1,79,19,3,1,1,98,26,89,1,108,0,2,4,444,0.5598991172761665
1214,32,7,1,69,33,2,3,1,115,18,110,1,125,0,0,7,524,0.6624525916561315
1215,38,3,2,108,32,2,1,1,151,32,118,7,145,0,4,3,647,0.6690796277145812
1216,34,11,5,70,32,2,10,7,121,22,105,11,140,0,2,10,582,0.6452328159645233
1218,26,6,2,49,26,1,1,1,113,26,137,13,138,0,2,18,559,0.6623222748815166
1219,54,7,4,84,32,4,9,1,167,34,153,9,159,1,3,8,729,0.6561656165616562
1220,39,7,4,95,28,2,8,1,142,39,146,8,145,0,4,14,682,0.6634241245136187
1221,32,5,4,86,34,0,5,7,192,25,149,6,159,1,4,6,715,0.6790123456790124
1222,33,6,2,98,34,0,6,6,128,34,149,11,133,1,6,14,661,0.638030888030888
1227,28,3,4,77,28,1,1,2,80,26,83,7,81,1,0,10,432,0.6
1229,37,1,4,100,33,33,5,4,107,22,71,16,115,1,2,2,553,0.6276958002270148
1230,32,3,2,68,21,2,4,4,94,30,105,7,126,1,2,8,509,0.6214896214896215
1232,48,0,0,57,15,2,1,2,64,22,89,5,131,1,1,8,446,0.6203059805285118
1233,57,6,3,93,33,3,5,3,89,18,88,2,158,2,0,7,567,0.6251378169790518
1236,48,3,2,74,24,3,9,4,75,27,70,9,133,0,0,8,489,0.6135508155583438
1237,37,1,4,60,22,4,3,1,109,31,82,9,138,1,3,12,517,0.6154761904761905
1241,50,1,2,81,20,2,6,0,85,22,58,12,132,1,1,7,480,0.6138107416879796
1242,54,4,2,89,24,0,1,4,106,19,90,3,173,0,1,5,575,0.639599555061179
1244,46,2,5,121,41,5,6,1,130,27,87,16,181,1,1,6,676,0.6341463414634146
1245,38,3,1,80,23,2,5,2,105,25,102,2,162,1,3,3,557,0.6507009345794392
1246,22,5,1,63,16,1,2,6,90,14,93,3,106,1,2,6,431,0.5994436717663422
1247,28,4,1,67,12,2,9,4,102,13,96,2,108,0,1,6,455,0.571608040201005
1249,35,3,4,41,26,4,6,0,99,25,125,6,146,0,0,9,529,0.6335329341317365
1251,50,4,4,67,16,0,4,3,92,20,113,7,105,0,0,5,490,0.6027060270602707
1254,42,7,2,88,31,3,0,5,124,38,135,3,132,3,0,3,616,0.6553191489361702
1255,42,8,3,59,10,3,2,2,106,42,183,4,132,1,1,21,619,0.6421161825726142
1256,25,4,1,73,15,2,3,0,82,26,102,4,109,0,2,9,457,0.6234652114597544
1257,32,2,5,78,27,0,6,4,130,19,89,15,102,0,2,12,523,0.6472772277227723
1258,14,0,0,69,14,0,3,6,79,19,80,3,88,0,2,3,380,0.6012658227848101
1259,21,4,3,45,21,0,4,1,91,31,106,6,123,1,0,2,459,0.6287671232876713
1260,22,7,2,95,19,1,2,4,166,27,179,16,194,0,5,10,749,0.6479238754325259
1261,25,5,1,64,23,1,7,3,93,37,153,7,146,0,2,15,582,0.5843373493975904
1263,10,6,1,67,20,2,1,3,112,16,90,1,70,0,4,8,411,0.5400788436268068
1264,31,4,4,66,12,2,2,1,93,21,122,9,155,0,1,12,535,0.6508515815085159
1265,24,6,0,92,15,18,3,2,147,41,161,13,133,1,0,16,672,0.6148215919487648
1267,29,5,2,72,19,1,1,4,115,35,119,11,159,1,1,8,582,0.6554054054054054
1268,27,4,0,74,28,2,2,0,117,44,113,9,158,1,2,3,584,0.6919431279620853
1270,12,4,0,70,29,0,7,1,110,23,97,2,74,0,0,5,434,0.5592783505154639
1271,41,6,4,78,23,1,7,3,139,42,170,7,200,2,3,6,732,0.690566037735849
1273,6,0,1,59,14,0,1,0,64,0,0,0,67,0,0,0,212,0.3593220338983051
1274,51,5,3,47,21,0,5,5,49,13,41,2,109,1,0,3,355,0.4211150652431791
1275,49,3,3,74,27,5,6,2,75,37,116,6,139,0,3,16,561,0.5689655172413793
1276,59,1,2,51,19,3,8,5,80,60,92,2,187,0,1,10,580,0.6401766004415012
1280,50,3,5,78,26,2,8,4,126,30,103,6,163,1,1,14,620,0.6218655967903711
1283,15,4,2,56,16,2,1,1,93,15,90,15,96,1,2,3,412,0.6014598540145986
1285,30,2,3,68,18,4,3,3,70,15,80,31,145,0,1,5,478,0.5967540574282147
1286,35,2,3,55,17,1,1,1,77,17,80,6,107,0,2,8,412,0.5962373371924746
1287,37,5,3,50,15,1,0,4,104,23,113,2,110,0,2,5,474,0.587360594795539
1291,19,7,1,62,15,0,0,2,85,13,89,2,106,0,0,6,407,0.5748587570621468
1292,4,0,0,54,14,2,2,1,84,7,81,3,58,0,0,3,313,0.5089430894308943
1294,8,6,2,79,12,3,0,4,103,9,96,3,74,0,0,3,402,0.4962962962962963
1296,21,5,0,59,13,1,3,4,99,17,95,4,135,1,0,4,461,0.5806045340050378
1297,31,5,7,64,22,2,6,2,96,14,121,8,120,1,1,4,504,0.628428927680798
1304,40,3,4,85,15,0,4,1,65,19,62,3,140,1,1,3,446,0.5822454308093995
1307,58,4,1,94,25,1,7,2,102,19,66,5,171,1,1,3,560,0.6320541760722348
1309,58,3,5,128,37,7,7,3,122,22,93,6,216,0,4,4,715,0.6255468066491688
1312,48,2,3,76,25,2,7,8,107,28,94,6,143,1,0,7,557,0.6476744186046511
1314,44,11,4,106,22,6,3,4,138,29,182,14,164,0,4,8,739,0.6615935541629364
1315,33,4,2,78,28,4,2,2,142,39,160,3,119,1,0,10,627,0.6111111111111112
1316,20,1,1,71,12,3,3,3,79,17,123,1,78,0,4,5,421,0.5335868187579215
1317,22,7,3,60,17,8,4,3,86,22,91,2,161,0,0,4,490,0.692090395480226
1318,42,7,2,61,21,4,4,2,84,28,101,5,135,0,0,7,503,0.6119221411192214
1319,54,1,1,91,32,2,4,5,101,25,69,8,154,2,2,6,557,0.6223463687150838
1320,37,2,2,60,12,0,1,3,61,29,74,4,119,0,1,7,412,0.6103703703703703
1321,62,0,1,79,23,0,4,3,94,29,126,1,161,0,1,13,597,0.6199376947040498
1323,14,3,4,71,13,3,3,2,101,15,120,9,108,1,1,13,481,0.5699052132701422
1324,45,2,1,80,21,4,3,9,121,33,129,6,177,0,0,8,639,0.6507128309572301
1326,38,2,2,58,24,5,7,1,89,22,103,3,129,1,1,9,494,0.674863387978142
1328,22,4,1,76,30,4,6,6,120,27,118,1,124,0,2,6,547,0.6427732079905993
1329,27,2,3,29,16,0,3,3,54,14,65,3,95,1,1,3,319,0.5984990619136961
1331,26,3,1,93,23,0,4,0,112,13,66,7,122,1,1,7,479,0.5702380952380952
1332,31,3,0,70,19,3,4,4,93,16,50,4,125,0,0,6,428,0.5944444444444444
1333,47,3,0,84,23,4,8,5,125,38,118,7,166,1,0,6,635,0.6472986748216106
1334,15,2,1,68,9,1,3,4,93,25,86,3,129,0,1,6,446,0.6510948905109489
1338,17,7,0,47,21,0,5,2,101,10,93,1,91,0,4,10,409,0.5970802919708029
1339,2,0,2,61,19,2,0,3,111,13,116,2,66,0,0,5,402,0.5352862849533955
1340,12,2,0,75,20,1,3,5,148,17,148,2,135,0,0,6,574,0.5786290322580645
1341,29,2,3,55,8,3,4,2,97,31,139,4,126,0,0,17,520,0.6197854588796186
1342,18,2,2,67,11,3,5,0,75,20,98,10,98,0,1,9,419,0.5724043715846995
1343,49,4,1,89,14,1,1,3,99,31,100,6,136,0,1,9,544,0.6642246642246642
1345,11,3,1,60,10,2,0,4,100,13,118,3,69,0,2,8,404,0.5666199158485273
1346,20,1,0,43,19,1,0,1,93,19,90,12,105,0,3,4,411,0.6236722306525038
1348,29,3,1,72,29,7,4,1,89,26,142,3,143,1,3,10,563,0.5601990049751244
1349,21,0,1,69,13,0,2,0,92,0,0,5,87,0,0,0,290,0.40333796940194716
1350,23,6,0,76,22,2,4,3,93,21,115,3,126,0,1,4,499,0.6348600508905853
1351,8,4,0,62,17,1,1,2,95,15,75,1,91,0,2,2,376,0.5020026702269693
1352,71,1,1,104,25,0,3,2,71,13,42,0,125,0,0,7,465,0.5769230769230769
1354,28,6,1,77,17,3,8,2,93,24,119,1,155,1,3,4,542,0.6383981154299175
1357,71,0,0,49,17,0,3,2,58,22,42,0,186,1,0,7,458,0.6282578875171467
1358,49,0,2,68,20,0,2,1,71,20,57,1,144,3,2,13,453,0.572692793931732
1359,63,5,1,152,29,5,5,5,63,7,49,2,174,2,0,1,563,0.5945089757127772
1361,78,6,7,88,42,5,3,3,88,29,93,4,186,0,3,10,645,0.6317335945151812
1362,44,6,1,81,18,0,2,1,108,31,95,5,147,0,1,6,546,0.6642335766423357
1366,42,5,2,46,26,4,10,1,63,21,64,16,184,1,0,9,494,0.6382428940568475
1368,57,3,4,100,21,4,4,5,79,31,74,4,203,0,1,5,595,0.6708004509582863
1369,39,3,3,52,16,1,6,3,86,31,104,4,172,0,3,10,533,0.6460606060606061
1371,33,3,2,91,27,2,0,6,125,20,156,9,115,1,2,6,598,0.6083418107833164
1373,20,5,0,84,23,3,5,5,97,14,87,2,116,1,0,6,468,0.5872020075282308
1374,48,3,3,57,15,2,9,2,68,29,66,8,171,1,0,8,490,0.6186868686868687
1375,39,4,4,62,17,3,0,3,107,29,89,5,143,0,1,7,513,0.59375
1377,68,3,3,78,25,2,7,6,91,41,99,4,169,0,2,10,608,0.617258883248731
1382,39,1,2,63,12,2,6,1,57,39,59,10,139,0,2,5,437,0.6315028901734104
1383,60,0,0,88,24,0,4,0,96,0,0,7,161,0,0,0,440,0.4756756756756757
1384,44,1,2,92,15,0,6,0,100,17,78,2,132,0,0,8,497,0.6002415458937198
1387,4,0,2,50,10,2,3,2,88,18,123,0,97,2,1,3,405,0.6026785714285714
1388,8,3,0,64,14,0,1,5,77,16,78,2,89,0,1,3,361,0.5996677740863787
1391,26,6,1,67,26,3,4,3,170,32,178,7,148,0,0,14,685,0.6193490054249547
1392,4,2,1,59,8,0,3,6,94,13,82,3,91,0,0,2,368,0.4804177545691906
1394,9,4,1,32,12,3,4,5,75,15,94,3,89,0,0,5,351,0.609375
1396,50,2,7,92,22,3,4,4,70,9,35,5,148,0,1,3,455,0.658465991316932
1398,10,2,0,47,8,0,0,0,51,9,72,4,56,1,1,4,265,0.48007246376811596
1399,24,8,4,51,17,0,6,2,98,28,112,9,133,0,2,9,503,0.6060240963855422
1400,9,2,2,51,10,2,1,4,57,12,89,3,99,0,0,3,344,0.5900514579759862
1401,20,3,1,60,14,2,4,2,82,23,114,10,90,2,3,11,441,0.588
1403,42,6,7,64,13,2,2,2,74,40,71,3,167,1,2,4,500,0.6361323155216285
1404,8,3,0,61,17,3,3,2,81,12,92,1,64,0,1,7,355,0.5346385542168675
1406,7,8,1,43,22,1,1,4,102,7,164,1,106,1,0,9,477,0.5638297872340425
1407,33,6,2,76,14,0,0,0,64,15,75,3,166,1,2,3,460,0.6301369863013698
1410,18,2,1,62,20,0,2,3,90,26,92,7,97,0,1,6,427,0.5801630434782609
1411,27,2,3,59,23,0,6,0,79,14,85,1,113,0,2,2,416,0.538163001293661
1412,37,3,2,52,19,0,2,5,102,26,111,6,100,0,6,13,484,0.6181353767560664
1413,34,4,1,64,21,2,4,3,76,15,76,8,132,0,0,8,448,0.6170798898071626
1415,40,1,1,83,20,3,4,5,108,18,148,5,140,0,1,6,583,0.6208732694355698
1417,50,7,3,80,27,4,11,2,88,46,78,8,192,1,0,10,607,0.6464323748668797
1419,14,1,1,69,8,1,4,3,105,15,100,1,115,1,2,3,443,0.5946308724832214
1420,30,3,1,68,21,4,5,2,81,18,103,4,135,0,4,8,487,0.6195928753180662
1421,0,3,0,12,6,0,0,0,26,1,32,1,2,0,0,0,83,0.11464088397790055
1423,39,4,3,75,21,3,2,2,69,13,46,13,125,1,0,3,419,0.5811373092926491
1424,51,0,4,54,19,0,2,1,50,26,69,2,136,0,2,6,422,0.5861111111111111
1425,18,3,4,56,14,0,4,4,101,16,120,1,95,0,5,5,446,0.5837696335078534
1426,63,3,2,129,24,1,7,3,61,26,52,1,191,1,1,9,574,0.5985401459854015
1428,60,4,2,97,28,1,4,2,79,21,85,2,173,0,0,6,564,0.6401816118047673
1430,49,6,3,72,37,2,3,0,115,39,161,4,174,1,2,9,677,0.6490891658676894
1432,14,1,1,50,17,1,0,3,95,13,82,1,90,0,1,2,371,0.5595776772247361
1439,6,2,1,56,8,2,0,3,102,9,82,1,73,1,0,6,352,0.4882108183079057
1441,9,5,0,47,7,7,2,3,64,11,78,3,42,0,0,2,280,0.4229607250755287
1442,16,5,0,58,17,1,4,10,88,16,126,2,100,0,0,8,451,0.6136054421768707
1443,50,1,3,63,23,5,8,3,103,24,77,2,171,0,3,6,542,0.6421800947867299
1446,18,4,1,72,20,2,1,2,87,28,107,11,146,0,2,6,507,0.6610169491525424
1447,10,4,1,67,16,3,4,3,108,24,113,0,89,0,2,6,450,0.6064690026954178
1448,52,5,1,120,26,6,2,3,129,22,88,7,179,0,0,6,646,0.6814345991561181
1449,31,1,0,87,20,2,11,3,65,30,88,6,148,0,0,5,497,0.6016949152542372
1450,39,10,1,79,32,1,6,7,173,29,254,11,192,1,1,13,849,0.6970443349753694
1451,31,7,3,90,31,3,5,7,110,16,119,7,151,0,2,6,588,0.5951417004048583
1452,21,4,1,72,19,5,4,3,106,19,122,5,120,0,0,1,502,0.5954922894424673
1453,29,5,1,73,24,1,8,1,104,25,93,7,117,0,5,6,499,0.594047619047619
1454,14,2,3,73,27,2,2,3,110,20,87,2,105,0,1,6,457,0.5123318385650224
1455,25,6,2,69,13,4,5,3,96,24,126,6,145,1,4,17,546,0.6039823008849557
1457,35,5,2,78,20,3,1,4,99,40,125,14,128,0,2,10,566,0.6267995570321152
1458,33,1,1,52,6,0,5,3,74,32,106,11,86,0,1,9,420,0.6078147612156295
1459,26,3,0,59,23,5,3,3,137,29,153,11,166,0,2,6,626,0.6500519210799585
1460,31,7,1,91,20,3,8,4,128,34,172,0,141,1,2,16,659,0.667004048582996
1461,49,5,2,91,28,0,2,5,89,16,81,7,136,1,4,10,526,0.6616352201257861
1463,35,2,6,77,21,1,4,4,93,18,101,11,148,1,2,6,530,0.6141367323290846
1464,40,4,1,70,26,2,5,3,107,58,199,22,152,1,2,20,712,0.6623255813953488
1465,10,3,0,69,18,1,1,4,83,8,74,3,57,1,4,4,340,0.4949053857350801
1466,54,2,0,87,28,1,3,6,93,30,102,5,177,0,1,9,598,0.6229166666666667
1468,19,2,1,54,16,6,3,3,73,13,89,6,114,1,4,4,408,0.591304347826087
1470,30,2,0,81,12,2,3,1,94,8,85,7,85,0,1,7,418,0.5757575757575758
1471,36,7,2,86,21,0,7,7,119,31,93,7,174,1,0,8,599,0.6730337078651686
1474,39,12,5,101,31,1,5,3,131,37,157,12,196,0,2,6,738,0.6929577464788732
1476,30,2,1,59,17,0,5,2,76,11,57,2,123,1,0,3,389,0.6483333333333333
1478,38,2,4,92,32,1,7,4,90,35,72,6,159,0,1,6,549,0.6281464530892449
1479,46,3,2,93,28,6,7,3,125,27,102,14,158,2,1,10,627,0.6483971044467425
1480,10,2,1,69,18,2,4,0,67,13,107,5,94,1,0,4,397,0.550624133148405
1483,15,9,1,93,18,0,2,4,135,9,125,4,69,0,3,3,490,0.6125
1484,46,2,5,112,31,3,4,2,70,10,65,10,173,1,0,6,540,0.608793686583991
1486,40,4,4,45,17,2,3,2,101,17,144,0,81,0,2,4,466,0.5921219822109276
1488,3,3,0,38,4,1,0,5,64,6,67,1,29,1,2,0,224,0.4218455743879473
1489,7,5,0,58,8,2,4,3,70,12,84,2,74,0,2,5,336,0.5445705024311183
1491,17,3,1,66,11,1,0,3,92,13,67,2,72,1,1,9,359,0.5013966480446927
1492,17,0,1,87,15,1,2,5,98,14,130,4,85,1,0,10,470,0.5949367088607594
1494,3,1,1,58,6,3,0,1,61,9,59,1,44,0,2,0,249,0.43154246100519933
1495,11,2,1,56,10,5,6,3,90,10,92,2,86,1,0,8,383,0.5856269113149847
1496,22,6,1,101,22,0,0,3,124,18,104,13,99,0,0,2,515,0.6037514654161782
1499,24,6,2,84,21,2,1,4,97,17,93,3,117,0,1,5,477,0.6516393442622951
1500,13,2,2,78,19,1,1,2,79,18,79,3,101,1,0,4,403,0.5605006954102921
1501,37,2,2,78,30,2,0,4,91,15,75,8,167,1,2,3,517,0.6297198538367844
1503,65,1,2,120,30,2,7,2,66,21,43,5,160,0,1,7,532,0.628099173553719
1504,11,5,0,55,29,2,1,2,80,17,147,2,73,1,2,3,430,0.5710491367861886
1505,24,3,5,117,34,1,0,3,107,21,70,1,162,0,0,2,550,0.6781750924784217
1506,17,4,4,66,5,0,3,1,111,29,99,3,170,0,3,9,524,0.6968085106382979
1507,70,3,2,65,10,1,3,4,50,20,61,3,129,0,2,9,432,0.5691699604743083
1508,65,5,7,118,27,12,6,4,65,23,62,20,189,1,0,6,610,0.6218144750254841
1512,38,0,2,79,26,2,4,5,130,27,163,8,108,0,5,15,612,0.5930232558139535
1514,11,2,1,85,14,0,3,3,115,26,79,14,125,0,1,7,486,0.6075
1515,17,8,3,67,9,1,1,0,119,14,124,8,126,0,3,2,502,0.612942612942613
1516,29,5,1,82,16,3,0,1,115,33,121,5,139,2,0,5,557,0.6127612761276128
1517,47,5,8,97,31,5,4,2,120,28,103,7,172,0,0,7,636,0.5977443609022557
1520,31,2,0,77,25,4,4,4,91,13,85,2,135,0,5,5,483,0.6232258064516129
1521,33,8,0,42,17,0,4,1,41,8,53,1,88,0,1,7,304,0.49592169657422513
1523,39,6,3,81,24,1,3,3,127,28,126,3,128,0,0,8,580,0.6628571428571428
1525,80,4,5,79,31,3,9,3,104,28,65,18,162,0,4,6,601,0.6662971175166297
1526,4,6,0,50,11,1,1,2,49,8,77,2,33,2,0,4,250,0.4355400696864111
1528,4,5,0,54,19,1,2,1,92,13,118,2,80,1,3,4,399,0.5526315789473685
1529,25,4,2,105,24,0,3,2,143,36,106,5,184,2,1,5,647,0.6670103092783505
1530,27,3,2,84,19,1,4,0,88,17,85,5,106,0,2,4,447,0.6385714285714286
1531,16,2,6,66,12,1,1,3,100,9,82,3,92,0,4,5,402,0.5630252100840336
1532,0,0,0,16,4,0,1,0,8,4,11,2,28,0,0,1,75,37.5
1534,2,0,1,19,6,0,1,0,23,3,12,2,43,0,0,0,112,5.333333333333333
1535,8,0,1,16,1,0,0,2,13,4,11,0,18,0,0,0,74,inf
1536,2,0,2,8,1,0,0,1,16,3,12,2,21,1,0,0,69,inf
1538,5,0,0,29,4,0,0,0,31,3,27,0,37,1,1,2,140,inf
1539,2,0,1,6,2,1,1,2,10,2,10,2,16,0,0,0,55,13.75
