SEZIONE,TOTALE_ISCRITTI,SINISTRA ECOLOGIA LIBERTA',CENTRO DEMOCRATICO,PD - PARTITO DEMOCRATICO,RIVOLUZIONE CIVILE INGROIA,MIR - MODERATI IN RIVOLUZIONE,FRATELLI D'ITALIA-CENTRODESTRA,PENSIONATI,IL POPOLO DELLA LIBERTA',LEGA NORD,LA DESTRA STORACE,FARE PER FERMARE IL DECLINO,CASAPOUND ITALIA,FIAMMA TRICOLORE,MOVIMENTO 5 STELLE BEPPEGRILLO,FINI - FUTURO E LIBERTA',SCELTA CIVICA CON MONTI,CASINI - LIBERTAS - UDC,FN - FORZA NUOVA,TOTALE,AFFLUENZA
1,918,62,0,228,28,0,12,3,72,23,2,20,1,1,172,5,86,4,1,720,0.7843137254901961
2,610,42,2,107,14,2,10,5,75,8,1,15,1,0,110,2,43,1,2,440,0.7213114754098361
3,811,52,5,185,29,0,21,6,95,12,3,24,3,2,143,3,68,5,0,656,0.8088779284833539
4,988,58,1,163,21,0,23,2,146,22,2,35,2,1,146,3,131,5,0,761,0.770242914979757
5,806,50,5,167,26,1,10,7,89,10,4,18,0,0,104,0,53,2,1,547,0.6786600496277916
6,629,20,4,123,13,1,20,2,105,9,1,29,4,0,128,5,95,6,0,565,0.8982511923688394
7,863,50,4,155,12,4,18,3,88,14,2,27,2,0,114,4,147,26,1,671,0.7775202780996524
8,99,3,0,16,1,0,3,1,15,3,0,1,0,1,8,2,15,1,0,70,0.7070707070707071
9,922,40,1,159,21,4,37,5,161,12,4,25,0,0,130,1,175,5,2,782,0.8481561822125814
10,853,48,1,189,18,2,22,2,108,13,4,17,1,1,117,1,102,6,0,652,0.7643610785463072
11,711,45,2,150,15,2,15,0,93,11,3,29,1,0,92,0,94,1,0,553,0.7777777777777778
12,907,29,1,146,21,0,21,11,157,10,1,28,0,1,96,1,108,3,0,634,0.6990077177508269
13,635,9,1,118,7,0,20,2,110,10,3,16,0,0,113,3,94,2,1,509,0.8015748031496063
14,848,31,3,152,14,0,14,1,132,16,7,34,1,0,98,1,150,4,0,658,0.7759433962264151
15,741,48,3,160,10,0,25,3,111,8,5,23,0,0,106,3,72,6,0,583,0.786774628879892
16,870,30,1,129,22,1,41,1,174,19,2,22,1,0,118,1,105,4,0,671,0.771264367816092
17,686,31,1,156,19,0,8,7,84,12,1,10,1,0,103,2,55,4,0,494,0.7201166180758017
18,802,46,2,192,20,3,12,3,99,14,3,13,6,0,112,2,89,9,0,625,0.7793017456359103
19,616,20,3,95,10,0,5,7,103,13,1,9,1,1,102,1,46,4,0,421,0.6834415584415584
20,821,78,2,163,32,2,5,2,88,13,4,33,1,1,134,1,85,4,1,649,0.7904993909866017
21,654,43,1,139,22,0,2,3,71,5,2,3,0,0,89,3,52,2,0,437,0.6681957186544343
22,798,57,1,163,10,0,22,6,107,32,2,28,3,0,129,1,110,4,2,677,0.8483709273182958
23,768,57,0,163,12,0,27,5,106,15,2,13,0,2,130,6,103,6,1,648,0.84375
24,746,49,1,159,19,0,27,2,101,16,2,15,0,1,88,1,103,3,0,587,0.7868632707774799
25,918,47,2,260,11,1,21,7,89,13,3,12,0,0,130,1,87,8,0,692,0.7538126361655774
26,659,53,2,146,27,0,14,3,54,6,1,19,1,0,95,0,81,3,1,506,0.7678300455235205
27,671,50,0,147,18,1,11,3,93,8,2,13,0,0,96,3,75,4,2,526,0.7839046199701938
28,781,53,2,189,28,0,18,6,80,12,0,15,1,1,125,1,75,4,0,610,0.7810499359795134
29,750,34,2,152,6,1,25,1,94,9,1,26,4,0,93,1,122,7,2,580,0.7733333333333333
30,719,36,2,128,14,1,20,2,101,11,0,34,0,0,81,0,139,8,1,578,0.803894297635605
31,751,49,2,175,9,0,16,4,104,7,0,13,1,0,100,0,90,5,0,575,0.7656458055925432
32,799,59,1,192,10,0,14,5,83,9,5,17,0,0,117,2,104,7,0,625,0.7822277847309136
33,771,66,2,181,18,1,11,3,71,13,1,13,0,0,126,1,74,3,4,588,0.7626459143968871
34,803,53,0,164,16,2,15,1,124,10,0,16,0,2,121,1,92,3,1,621,0.7733499377334994
35,267,8,0,42,1,0,14,0,44,5,1,6,0,1,71,1,60,3,2,259,0.9700374531835206
36,855,29,1,166,5,0,33,3,128,20,4,30,0,1,113,4,166,3,2,708,0.8280701754385965
37,687,16,0,133,10,3,24,1,115,23,1,22,1,0,88,0,122,4,2,565,0.8224163027656477
38,801,19,1,153,9,0,32,1,133,19,3,23,2,0,84,7,175,6,0,667,0.83270911360799
39,733,28,3,138,10,2,25,0,126,13,3,29,0,0,70,1,143,5,0,596,0.8130968622100955
40,627,26,1,119,9,0,26,0,98,18,1,13,1,1,85,0,98,2,1,499,0.79585326953748
41,684,38,2,143,15,0,10,1,66,13,2,7,1,0,98,4,61,3,1,465,0.6798245614035088
42,673,33,1,125,11,1,21,4,88,14,0,20,0,0,93,3,106,4,5,529,0.7860326894502229
43,725,31,1,190,24,0,8,4,89,16,2,22,0,1,119,5,67,1,0,580,0.8
44,887,48,2,191,16,2,20,0,123,15,1,18,0,1,124,6,102,1,0,670,0.7553551296505073
45,661,34,3,142,17,1,12,4,69,7,1,18,0,2,108,2,82,5,2,509,0.7700453857791225
46,668,39,4,139,8,0,12,4,82,8,0,13,2,2,93,2,87,8,1,504,0.7544910179640718
47,716,37,1,156,24,1,19,4,97,11,3,19,1,1,113,1,73,3,0,564,0.7877094972067039
48,675,28,1,129,8,1,2,9,109,16,2,19,2,1,96,3,101,3,2,532,0.7881481481481482
49,795,30,0,151,7,0,39,0,137,11,3,28,0,2,78,3,178,8,2,677,0.8515723270440252
50,745,13,0,91,3,0,29,1,155,24,2,22,0,0,67,1,195,5,0,608,0.8161073825503355
51,829,9,9,105,1,4,39,2,187,26,4,25,0,1,73,1,196,3,0,685,0.8262967430639324
52,807,22,4,113,11,0,40,1,148,25,1,23,0,0,57,5,194,5,0,649,0.8042131350681536
53,749,27,2,140,7,0,31,1,111,16,0,27,0,1,80,6,150,7,2,608,0.8117489986648865
54,778,26,3,152,12,0,25,1,83,19,4,16,0,0,140,2,123,3,2,611,0.7853470437017995
55,789,33,2,189,13,0,10,3,74,24,1,25,0,0,126,4,109,2,1,616,0.7807351077313055
56,620,16,1,112,9,0,23,2,83,7,1,23,6,1,65,1,121,6,5,482,0.7774193548387097
57,752,24,3,138,8,1,23,4,96,16,2,31,1,0,79,2,112,4,3,547,0.7273936170212766
58,725,25,0,175,16,0,25,2,106,14,2,14,6,1,99,1,114,4,0,604,0.833103448275862
59,765,26,1,166,16,0,25,3,99,14,3,21,2,1,114,3,93,9,0,596,0.7790849673202614
60,856,20,3,186,14,2,15,4,123,26,1,20,0,0,105,9,141,10,1,680,0.794392523364486
61,650,27,0,121,11,0,6,2,89,14,1,7,0,2,141,3,66,4,0,494,0.76
62,681,29,3,152,10,0,17,2,76,14,1,15,0,2,118,4,96,3,3,545,0.8002936857562408
63,722,23,1,127,11,0,22,0,121,15,1,10,1,0,107,4,122,8,1,574,0.7950138504155124
64,740,29,0,170,19,1,31,3,93,18,5,18,1,0,100,4,93,3,1,589,0.7959459459459459
65,853,18,0,155,10,3,37,3,137,22,4,26,1,1,101,2,191,4,0,715,0.8382180539273154
66,736,32,5,177,15,1,17,4,76,14,4,22,1,2,117,2,108,3,1,601,0.8165760869565217
67,704,23,3,162,12,0,12,3,108,8,4,8,4,0,118,3,73,4,2,547,0.7769886363636364
68,663,21,1,114,11,3,21,1,103,8,5,18,1,0,78,0,150,5,1,541,0.8159879336349924
69,727,9,1,101,7,3,23,0,157,13,3,46,0,0,74,3,163,8,1,612,0.8418156808803301
70,707,23,0,116,4,1,27,1,107,17,6,21,5,0,93,3,142,3,0,569,0.8048090523338048
71,720,29,0,149,13,0,15,2,99,17,1,19,1,0,82,4,137,11,0,579,0.8041666666666667
72,714,43,1,154,12,0,15,1,80,13,4,12,0,0,108,1,87,5,0,536,0.7507002801120448
73,616,20,0,156,10,0,22,1,90,5,4,17,0,1,63,1,108,6,0,504,0.8181818181818182
74,688,18,2,122,7,0,18,5,132,26,1,12,0,1,83,1,105,2,2,537,0.7805232558139535
75,379,5,2,73,5,0,11,5,64,11,0,7,0,0,58,2,63,1,0,307,0.8100263852242744
76,698,18,1,118,10,0,8,6,95,19,3,14,0,0,91,5,84,6,2,480,0.6876790830945558
77,680,19,0,152,11,2,14,5,85,9,0,7,1,0,97,4,51,4,0,461,0.6779411764705883
78,684,14,2,109,8,0,6,7,86,10,3,2,0,2,110,0,33,5,1,398,0.5818713450292398
79,735,26,1,178,9,0,12,0,92,17,3,16,1,0,95,4,116,6,3,579,0.7877551020408163
80,617,22,4,117,10,0,25,0,100,21,4,13,0,1,65,3,116,2,3,506,0.820097244732577
81,645,10,2,146,9,0,24,1,83,7,1,11,0,0,108,1,95,8,1,507,0.786046511627907
82,1188,11,1,40,7,0,10,2,75,6,0,2,4,1,92,1,23,0,2,277,0.23316498316498316
83,1071,22,4,271,19,1,11,3,147,37,3,17,0,0,246,0,127,5,0,913,0.8524743230625583
84,593,29,2,136,14,2,16,2,85,11,2,13,1,0,98,4,48,5,1,469,0.790893760539629
85,670,32,0,143,16,0,7,5,87,6,4,5,1,1,124,2,71,3,0,507,0.7567164179104477
86,685,21,0,147,8,1,20,1,113,11,4,15,1,0,115,3,54,11,0,525,0.7664233576642335
87,668,29,3,169,11,0,14,4,73,12,2,9,0,0,124,1,66,4,0,521,0.7799401197604791
88,873,28,0,198,17,0,12,6,114,17,6,9,0,0,179,1,68,6,1,662,0.7583046964490263
89,740,36,1,150,11,0,13,4,88,14,1,9,0,2,155,5,51,10,1,551,0.7445945945945946
90,683,26,1,153,16,0,10,3,86,9,1,9,0,0,154,1,43,8,2,522,0.7642752562225475
91,621,25,3,149,11,1,8,4,58,3,0,3,0,1,105,4,59,42,1,477,0.7681159420289855
92,715,20,3,123,8,0,10,7,89,14,0,5,0,1,173,5,64,15,3,540,0.7552447552447552
93,632,15,0,133,12,0,4,7,85,15,0,0,0,4,112,3,24,4,1,419,0.6629746835443038
94,788,22,2,170,23,0,10,5,116,24,2,2,2,1,157,6,66,10,0,618,0.7842639593908629
95,803,26,3,164,20,0,26,6,104,19,2,17,1,1,141,7,100,12,1,650,0.8094645080946451
96,857,25,1,230,12,1,22,6,112,25,5,5,0,1,141,1,78,12,1,678,0.7911318553092183
97,767,28,0,144,22,0,18,7,125,20,2,11,1,0,137,0,72,2,0,589,0.7679269882659713
98,699,39,1,163,17,0,6,5,94,14,4,5,0,0,120,1,66,10,0,545,0.7796852646638054
99,733,16,3,157,8,0,9,5,121,15,4,8,3,2,142,4,61,9,0,567,0.7735334242837654
100,798,17,1,192,17,0,9,7,109,10,2,7,0,1,158,2,76,18,1,627,0.7857142857142857
101,780,22,1,199,15,0,12,6,104,8,4,10,4,0,150,4,48,24,2,613,0.7858974358974359
102,759,19,2,175,16,0,10,7,83,17,1,5,2,3,166,1,60,9,0,576,0.758893280632411
103,749,31,0,171,6,0,7,10,93,8,0,5,1,0,157,1,60,9,0,559,0.7463284379172229
104,783,29,0,187,28,0,16,3,98,11,0,8,2,0,159,0,51,9,2,603,0.7701149425287356
105,783,30,3,197,17,0,7,2,90,8,0,2,1,0,151,2,68,11,0,589,0.7522349936143039
106,686,30,0,137,13,0,7,5,89,11,5,6,0,0,153,2,51,9,0,518,0.7551020408163265
107,713,27,3,143,10,0,6,5,118,6,1,11,0,0,160,4,70,6,0,570,0.7994389901823282
108,896,29,2,199,8,0,12,4,104,13,2,11,0,0,179,2,79,8,4,656,0.7321428571428571
109,854,43,2,161,23,1,13,7,92,16,3,14,1,0,159,4,66,15,3,623,0.7295081967213115
110,557,12,1,96,14,1,14,1,65,10,4,5,3,1,116,7,41,5,2,398,0.7145421903052065
111,850,15,1,201,12,0,5,7,151,14,1,2,0,3,146,3,77,12,0,650,0.7647058823529411
112,747,20,0,178,14,0,13,2,91,16,6,7,5,1,126,7,91,5,2,584,0.7817938420348058
113,704,29,3,203,8,0,4,6,70,11,2,14,0,0,116,4,73,3,0,546,0.7755681818181818
114,709,9,2,163,4,0,15,4,106,12,0,9,0,0,103,0,114,6,3,550,0.7757404795486601
115,776,27,0,191,15,0,15,5,90,21,1,9,0,2,139,1,94,8,0,618,0.7963917525773195
116,892,32,1,199,16,0,16,9,130,18,2,8,2,2,167,2,78,7,1,690,0.773542600896861
117,772,35,2,181,14,0,14,1,104,17,0,5,3,0,144,4,45,7,3,579,0.75
118,598,15,2,108,7,0,18,1,103,11,2,11,2,0,111,9,78,4,0,482,0.8060200668896321
119,801,23,3,207,16,0,20,8,98,24,5,20,0,1,144,0,84,2,1,656,0.818976279650437
120,656,31,1,152,14,0,7,3,81,12,2,5,0,0,118,1,59,5,2,493,0.7515243902439024
121,686,18,5,158,18,0,10,7,70,12,0,4,3,1,162,2,52,9,0,531,0.7740524781341108
122,790,19,2,210,18,0,20,9,87,14,4,6,0,3,145,6,76,6,1,626,0.7924050632911392
123,725,18,1,171,20,0,5,2,94,6,1,3,2,1,155,2,47,3,3,534,0.736551724137931
124,719,21,4,175,8,1,14,3,84,12,2,6,1,0,157,3,58,3,0,552,0.7677329624478443
125,685,27,2,159,8,0,10,9,65,27,3,5,1,2,144,1,63,8,3,537,0.7839416058394161
126,673,24,1,156,9,0,4,6,77,5,0,5,1,1,141,1,56,3,2,492,0.7310549777117384
127,680,14,3,166,8,1,4,2,88,6,1,3,1,0,152,1,63,5,0,518,0.7617647058823529
128,627,26,0,191,10,0,4,3,47,4,2,7,1,0,125,2,50,3,1,476,0.759170653907496
129,691,32,2,183,6,1,19,3,96,12,3,3,2,0,100,4,92,5,1,564,0.8162083936324168
130,669,26,2,189,11,0,7,3,90,23,3,4,0,0,92,2,85,6,0,543,0.8116591928251121
131,724,20,1,157,8,0,14,3,103,13,2,7,2,1,147,2,65,3,3,551,0.761049723756906
132,109,4,2,22,3,0,1,4,6,0,0,0,0,0,4,3,5,2,0,56,0.5137614678899083
133,906,25,2,223,19,0,7,7,112,25,3,8,0,0,177,4,86,10,0,708,0.7814569536423841
134,776,24,0,175,13,0,9,7,100,13,0,6,1,3,150,4,84,5,3,597,0.7693298969072165
135,794,22,3,222,9,1,8,3,106,9,0,10,1,0,158,5,79,5,0,641,0.8073047858942065
136,809,23,1,235,20,0,9,3,98,18,3,6,0,1,159,4,85,3,0,668,0.8257107540173053
137,851,27,4,209,22,0,13,4,101,12,4,2,1,2,179,2,63,7,2,654,0.7685076380728555
138,865,28,6,225,12,0,15,3,123,9,1,8,0,0,165,1,102,10,1,709,0.8196531791907514
139,789,19,2,211,15,0,15,2,86,13,0,7,1,1,167,1,73,5,0,618,0.7832699619771863
140,1055,34,2,242,20,0,20,4,100,15,3,10,1,0,277,8,106,8,1,851,0.8066350710900474
141,896,21,1,254,14,0,7,4,118,7,3,11,0,0,168,3,72,7,0,690,0.7700892857142857
142,744,31,1,192,16,0,2,4,88,12,4,4,0,0,143,4,55,3,0,559,0.7513440860215054
143,760,25,0,190,18,3,15,5,95,10,1,3,1,0,158,2,49,6,0,581,0.7644736842105263
144,718,21,2,181,12,0,6,5,114,14,0,8,3,1,151,2,44,6,2,572,0.7966573816155988
145,715,16,5,152,10,2,13,7,91,11,2,5,1,0,187,2,52,6,0,562,0.786013986013986
146,734,16,0,214,14,0,11,5,79,20,1,6,2,1,113,1,65,6,1,555,0.7561307901907357
147,761,24,2,182,15,1,14,4,138,12,2,12,0,0,130,1,71,5,4,617,0.8107752956636005
148,894,36,1,225,12,6,8,4,97,20,1,8,1,1,169,4,75,11,4,683,0.7639821029082774
149,755,16,1,164,8,1,12,5,115,21,2,12,1,3,144,5,95,4,1,610,0.8079470198675497
150,849,28,0,219,13,0,6,5,132,15,4,8,0,1,157,1,80,2,1,672,0.7915194346289752
151,700,14,3,163,8,1,10,5,80,16,0,3,2,0,150,3,63,1,1,523,0.7471428571428571
152,864,34,3,200,19,1,11,9,116,17,5,11,4,0,163,4,61,1,1,660,0.7638888888888888
153,835,25,1,208,11,0,10,5,86,22,1,10,2,2,174,2,47,8,0,614,0.7353293413173653
154,795,17,3,221,10,0,9,4,109,9,3,12,1,1,176,2,41,4,1,623,0.7836477987421384
155,975,45,4,217,21,0,16,5,117,13,3,11,3,0,227,5,88,7,2,784,0.8041025641025641
156,849,33,0,195,23,1,8,6,111,21,2,5,1,0,144,5,67,4,1,627,0.7385159010600707
157,904,28,2,191,21,2,12,6,132,13,2,9,1,2,154,3,70,7,1,656,0.7256637168141593
158,690,19,3,169,21,0,21,4,100,20,2,6,0,0,123,4,75,4,0,571,0.827536231884058
159,717,15,1,185,10,0,12,5,66,19,2,5,1,2,150,3,55,3,0,534,0.7447698744769874
160,664,23,0,180,5,0,8,4,101,19,1,9,0,1,131,2,70,1,1,556,0.8373493975903614
161,723,19,1,227,11,0,15,2,93,12,1,5,0,0,102,3,103,6,0,600,0.8298755186721992
162,730,21,5,162,15,0,19,6,105,12,3,17,4,0,121,4,64,5,2,565,0.773972602739726
163,723,15,1,154,21,1,12,6,97,15,2,7,1,1,133,4,35,1,0,506,0.6998616874135546
164,661,18,3,96,14,0,12,3,103,11,2,4,0,3,92,3,61,13,1,439,0.6641452344931922
165,627,3,0,114,9,0,7,5,82,6,1,0,2,2,125,3,10,2,1,372,0.5933014354066986
166,760,25,0,194,12,0,9,9,86,11,0,5,0,2,150,3,52,7,2,567,0.7460526315789474
167,848,21,4,186,14,0,13,5,132,15,3,5,1,2,167,1,63,4,1,637,0.7511792452830188
168,867,28,0,234,23,0,8,10,97,13,4,5,1,2,166,6,82,4,3,686,0.7912341407151096
169,750,20,3,93,8,0,2,5,83,7,2,4,0,0,132,1,25,2,1,388,0.5173333333333333
170,671,18,0,175,14,1,5,4,81,15,1,1,1,3,148,3,58,3,0,531,0.7913561847988078
171,650,26,0,174,10,0,8,4,69,10,0,4,0,0,120,1,58,4,1,489,0.7523076923076923
172,669,13,2,160,7,0,6,8,81,15,1,5,0,1,159,2,43,5,1,509,0.7608370702541106
173,506,11,0,133,12,0,5,3,48,13,0,0,0,0,131,3,19,2,1,381,0.7529644268774703
174,1084,38,3,290,23,0,19,4,131,17,3,6,0,1,232,3,112,5,1,888,0.8191881918819188
175,775,29,2,213,21,0,19,3,86,18,2,14,2,0,101,3,123,10,1,647,0.8348387096774194
176,603,31,3,152,10,1,8,1,92,12,0,9,1,1,99,2,68,6,1,497,0.824212271973466
177,880,49,0,229,22,0,14,7,104,9,1,9,2,0,211,4,65,6,2,734,0.8340909090909091
178,717,29,1,198,17,1,14,6,93,22,1,14,2,0,109,4,102,1,0,614,0.8563458856345886
179,690,24,3,185,11,0,3,2,79,1,1,2,1,1,145,1,30,8,0,497,0.7202898550724638
180,836,18,2,263,16,0,7,9,86,16,1,5,1,0,193,2,67,8,1,695,0.8313397129186603
181,796,14,0,182,10,1,19,9,73,8,1,4,1,0,153,4,27,1,0,507,0.6369346733668342
182,792,30,1,232,17,4,16,5,82,9,2,11,0,0,132,3,93,7,0,644,0.8131313131313131
183,655,15,0,214,12,1,13,0,85,15,2,7,0,1,84,2,87,5,0,543,0.8290076335877863
184,618,19,2,206,13,1,12,1,79,14,0,4,1,0,87,1,85,9,4,538,0.8705501618122977
185,758,29,2,233,12,0,11,2,83,14,0,11,0,0,149,1,96,5,1,649,0.8562005277044855
186,771,26,2,219,10,0,8,2,89,32,1,2,1,2,145,1,94,10,3,647,0.8391699092088197
187,712,31,1,234,11,1,7,1,76,16,0,8,0,2,124,1,73,6,2,594,0.8342696629213483
188,741,27,2,166,15,0,16,2,102,13,4,5,1,4,158,5,58,7,0,585,0.7894736842105263
189,743,27,1,157,18,0,4,11,104,13,2,4,0,2,153,0,50,4,4,554,0.7456258411843876
190,865,20,2,109,15,0,7,11,103,3,3,4,0,2,197,3,37,8,7,531,0.6138728323699422
191,836,36,10,204,21,2,8,17,101,7,2,3,2,3,194,1,44,4,2,661,0.7906698564593302
192,710,29,3,154,10,0,18,3,85,22,2,16,3,0,105,7,89,5,4,555,0.7816901408450704
193,619,42,3,166,9,0,6,2,74,12,1,26,1,1,85,2,72,0,2,504,0.81421647819063
194,580,33,3,155,17,1,8,1,54,6,1,8,0,2,89,1,52,4,1,436,0.7517241379310344
195,663,36,2,165,21,0,19,2,78,9,4,19,0,0,84,6,95,8,1,549,0.8280542986425339
196,621,40,1,145,17,1,17,5,56,9,0,6,1,1,117,2,66,5,1,490,0.789049919484702
197,916,54,2,206,18,0,21,3,136,20,5,12,0,1,161,2,98,10,2,751,0.8198689956331878
198,755,53,3,161,15,0,26,0,97,22,4,10,2,1,111,4,96,1,0,606,0.8026490066225166
199,764,31,1,173,11,0,21,2,84,24,1,21,0,1,94,3,135,5,1,608,0.7958115183246073
200,572,34,1,135,3,0,8,2,89,7,3,6,0,0,91,1,82,10,0,472,0.8251748251748252
201,574,36,3,147,4,0,12,2,69,16,0,13,2,0,67,8,55,6,2,442,0.7700348432055749
202,920,28,4,219,9,2,17,4,128,25,2,26,3,1,135,7,135,8,2,755,0.8206521739130435
203,777,35,3,171,14,1,28,1,129,17,2,10,1,0,123,5,63,3,3,609,0.7837837837837838
204,782,30,4,205,18,1,13,2,115,27,2,11,0,0,129,4,71,3,2,637,0.8145780051150895
205,742,35,1,195,22,0,14,5,104,10,2,9,0,1,105,3,62,3,1,572,0.77088948787062
206,661,36,2,174,7,0,16,2,65,7,2,10,1,0,102,3,72,6,0,505,0.7639939485627837
207,588,11,0,91,4,0,5,0,51,7,1,8,0,0,41,1,118,19,0,357,0.6071428571428571
208,746,28,0,184,14,1,22,2,88,13,1,20,1,0,108,5,92,10,0,589,0.789544235924933
209,630,38,1,139,10,1,7,4,62,12,0,5,0,0,118,2,55,4,0,458,0.726984126984127
210,561,24,1,150,14,0,9,4,55,3,2,14,0,1,87,4,42,1,1,412,0.7344028520499108
211,765,33,1,165,23,0,5,7,94,8,4,14,0,2,151,2,75,0,3,587,0.7673202614379085
212,657,29,0,168,17,0,10,1,81,14,0,7,1,1,108,3,50,3,1,494,0.7519025875190258
213,687,36,1,181,17,2,9,1,79,4,2,11,1,0,138,4,54,5,1,546,0.7947598253275109
214,787,22,2,186,23,1,15,5,68,12,4,11,1,0,157,1,54,1,2,565,0.7179161372299873
215,946,30,1,233,18,1,22,2,140,22,3,12,0,0,141,2,125,5,1,758,0.8012684989429175
216,639,22,2,157,11,2,6,2,85,14,1,4,1,2,125,2,45,4,2,487,0.7621283255086072
217,807,20,1,171,11,0,16,4,124,14,1,13,1,3,164,6,96,4,0,649,0.8042131350681536
218,919,39,1,196,15,0,19,6,153,17,3,20,2,0,164,3,88,4,1,731,0.795429815016322
219,823,31,0,178,30,0,12,3,119,12,0,7,2,0,185,5,66,5,0,655,0.795868772782503
220,653,28,3,125,15,1,10,3,81,7,1,9,1,2,140,2,40,2,2,472,0.7228177641653905
221,704,31,1,141,19,3,10,5,74,4,1,4,0,2,144,4,51,1,0,495,0.703125
222,687,20,0,132,18,0,2,12,78,13,1,7,1,0,129,2,33,9,0,457,0.6652110625909753
223,662,20,0,119,15,0,5,6,66,10,5,2,0,1,148,1,45,3,1,447,0.675226586102719
224,703,32,1,152,19,0,9,6,73,8,4,4,0,1,149,5,56,5,0,524,0.7453769559032717
