SEZIONE,TOTALE_ISCRITTI,LIBERI E UGUALI - VOTI ALLA LISTA,GRANDE NORD - VOTI ALLA LISTA,ITALIA AGLI ITALIANI - VOTI ALLA LISTA,MOVIMENTO 5 STELLE - VOTI ALLA LISTA,PARTITO DEMOCRATICO - VOTI ALLA LISTA,PIÃ¹ EUROPA CON EMMA BONINO - VOTI ALLA LISTA,CIVICA POPOLARE LORENZIN - VOTI ALLA LISTA,ITALIA EUROPA INSIEME - VOTI ALLA LISTA,"VOTI SOLO CANDIDATO UNINOMINALE
451,853,33,1,0,174,93,16,0,0,2,4,1,105,79,12,4,1,2,1,4,532,0.6236811254396248
452,1129,24,0,3,237,143,24,1,3,2,1,1,134,66,17,3,4,10,0,8,681,0.6031886625332152
453,652,23,1,0,131,126,23,3,2,2,0,3,76,52,16,4,0,8,0,1,471,0.7223926380368099
454,571,15,0,1,117,75,11,1,1,1,2,2,61,43,9,4,1,4,1,2,351,0.6147110332749562
455,836,24,0,1,158,156,17,5,1,3,6,2,105,77,22,6,2,5,0,5,595,0.7117224880382775
456,718,16,0,1,118,98,16,0,2,2,3,5,101,49,14,3,1,7,0,6,442,0.6155988857938719
457,627,14,1,4,113,134,11,1,2,14,3,1,104,42,16,7,0,3,0,1,471,0.7511961722488039
458,616,20,1,2,117,120,10,2,1,8,0,2,77,51,11,3,2,2,0,5,434,0.7045454545454546
459,374,15,0,0,70,68,17,0,1,2,4,0,42,28,5,1,0,6,1,3,263,0.7032085561497327
460,647,18,2,2,83,144,13,3,1,6,7,5,90,49,21,3,0,1,0,4,452,0.6986089644513137
461,605,19,1,3,131,79,10,0,4,2,3,3,80,56,4,1,2,9,2,2,411,0.6793388429752066
462,600,24,0,1,94,106,13,1,3,1,2,0,75,40,25,4,1,6,0,3,399,0.665
463,627,21,0,0,121,79,11,0,2,9,0,2,90,44,8,13,2,0,0,4,406,0.6475279106858054
464,579,18,0,3,113,68,8,0,0,2,0,2,100,34,10,2,0,2,0,11,373,0.6442141623488774
465,560,12,0,1,106,67,6,0,3,3,2,2,99,57,5,6,0,2,0,4,375,0.6696428571428571
466,945,17,2,0,215,115,29,4,1,3,4,3,121,78,20,2,1,8,0,10,633,0.6698412698412698
467,813,39,0,0,173,125,16,0,4,7,0,2,110,71,15,4,1,7,1,4,579,0.7121771217712177
468,652,22,1,1,131,95,11,1,1,4,4,5,92,44,12,0,0,6,0,2,432,0.6625766871165644
469,768,31,0,2,161,113,11,0,3,5,3,1,130,69,10,4,3,9,0,6,561,0.73046875
470,645,10,2,2,132,78,13,1,0,1,0,2,106,61,8,4,0,7,0,5,432,0.6697674418604651
471,691,14,2,4,158,82,26,3,1,0,1,1,114,63,16,2,6,5,0,4,502,0.7264833574529667
472,784,13,0,2,174,103,10,3,0,1,1,2,129,66,21,8,1,5,0,4,543,0.6926020408163265
473,509,15,0,0,108,70,0,0,1,0,2,3,69,37,14,3,2,2,0,2,328,0.6444007858546169
474,851,31,0,5,156,117,28,0,1,3,1,2,117,72,14,4,2,3,0,6,562,0.6603995299647474
475,722,28,1,2,131,113,6,1,1,3,5,4,108,64,16,3,2,2,0,4,494,0.6842105263157895
476,707,15,1,1,123,102,16,0,2,1,4,1,100,47,17,2,1,5,0,8,446,0.6308345120226309
477,710,13,1,3,156,83,9,0,1,4,3,0,92,58,18,5,1,1,0,6,454,0.6394366197183099
478,827,17,0,4,174,127,7,1,1,2,7,2,90,63,14,6,1,4,0,7,527,0.6372430471584039
479,962,26,0,0,241,159,26,0,3,4,3,0,152,65,31,4,0,4,0,4,722,0.7505197505197505
480,830,24,1,1,194,99,16,3,0,2,5,1,122,70,9,7,2,5,0,6,567,0.6831325301204819
481,594,11,1,2,119,69,8,1,1,0,1,1,66,51,13,6,0,9,2,4,365,0.6144781144781145
482,575,1,0,1,91,42,5,2,1,1,0,1,93,66,6,1,2,4,0,1,318,0.5530434782608695
483,554,23,0,4,113,74,6,0,0,2,0,1,80,52,12,2,1,5,1,5,381,0.6877256317689531
484,598,12,1,0,111,62,8,0,3,1,0,1,72,48,6,1,4,7,0,7,344,0.5752508361204013
485,586,6,0,2,102,54,1,0,1,2,0,4,60,43,11,3,1,8,1,3,302,0.515358361774744
486,619,7,0,0,93,33,5,0,0,4,3,1,76,67,9,3,0,5,0,3,309,0.4991922455573506
487,619,7,2,0,106,56,4,1,1,3,1,1,81,62,4,11,0,1,0,0,341,0.5508885298869144
488,667,21,0,0,122,88,20,1,1,3,3,1,103,49,15,2,1,8,0,9,447,0.6701649175412294
489,774,13,1,0,156,132,12,2,0,3,1,7,111,66,19,8,0,1,0,2,534,0.689922480620155
490,775,31,0,0,148,143,25,0,1,5,6,1,86,60,19,4,2,4,0,5,540,0.6967741935483871
491,574,11,0,0,88,104,7,2,2,3,6,3,90,72,14,1,1,3,1,2,410,0.7142857142857143
492,639,28,1,1,126,141,23,2,5,3,2,6,79,38,7,2,0,5,0,5,474,0.7417840375586855
493,818,24,0,1,109,127,26,1,0,5,2,2,83,65,9,2,0,2,0,7,465,0.5684596577017115
494,741,28,0,0,140,122,23,1,1,3,5,1,99,72,14,2,0,2,0,4,517,0.6977058029689609
495,636,15,1,0,172,74,11,1,2,5,4,1,94,35,13,3,2,11,1,5,450,0.7075471698113207
496,827,36,0,1,154,119,26,0,3,7,2,3,101,60,18,7,1,4,3,15,560,0.6771463119709794
497,695,22,2,3,120,95,15,0,2,5,0,3,80,62,14,2,2,5,0,3,435,0.6258992805755396
498,704,24,0,0,140,103,19,0,1,5,6,0,98,56,10,3,0,6,0,8,479,0.6803977272727273
499,673,15,2,1,153,121,10,1,1,3,1,4,92,51,13,3,2,3,0,6,482,0.7161961367013373
500,738,29,0,2,129,122,15,2,2,4,2,1,110,56,17,11,2,3,0,5,512,0.6937669376693767
501,674,22,1,0,128,133,15,2,1,8,2,2,91,51,18,3,1,5,0,4,487,0.7225519287833828
502,638,16,0,1,122,108,17,3,1,1,0,1,103,52,16,3,0,5,0,6,455,0.713166144200627
503,706,15,0,2,137,101,9,0,1,5,0,0,96,68,11,3,1,3,0,1,453,0.6416430594900849
504,604,15,1,2,119,74,13,1,0,2,1,0,96,29,9,5,2,2,0,8,379,0.6274834437086093
505,632,20,0,3,147,102,9,2,0,2,2,2,66,48,13,5,0,2,0,4,427,0.6756329113924051
506,739,20,1,1,157,112,14,1,1,2,2,2,106,80,20,3,2,9,0,4,537,0.7266576454668471
507,655,19,0,1,124,101,17,2,5,8,3,2,89,62,8,3,1,5,0,3,453,0.6916030534351145
508,766,24,0,1,187,138,12,2,1,7,3,4,119,38,18,8,2,4,0,5,573,0.7480417754569191
509,749,28,0,1,146,144,15,2,3,2,4,1,113,67,17,1,1,6,1,5,557,0.7436582109479306
510,851,28,1,1,175,150,20,3,1,1,4,4,108,66,10,5,2,6,1,7,593,0.6968272620446534
511,785,29,0,1,179,130,12,1,1,4,3,4,106,54,19,0,0,4,1,13,561,0.7146496815286624
512,845,21,0,3,244,141,18,1,4,5,5,3,124,72,12,5,2,2,0,7,669,0.7917159763313609
513,656,6,0,1,91,56,4,0,0,1,2,1,81,29,6,2,0,6,0,1,287,0.4375
514,591,13,0,3,134,34,8,1,0,0,4,4,74,71,9,2,3,0,0,3,363,0.6142131979695431
515,618,14,0,2,126,57,4,0,1,1,1,2,80,78,5,0,2,0,1,4,378,0.6116504854368932
516,608,14,1,1,146,70,11,0,2,2,8,1,75,50,14,8,0,7,0,8,418,0.6875
517,602,12,0,1,129,67,6,0,1,2,3,3,92,42,3,2,3,2,0,3,371,0.6162790697674418
518,680,24,2,2,159,83,11,2,1,1,8,1,88,43,12,5,1,3,0,3,449,0.6602941176470588
519,727,15,1,2,178,73,7,4,0,2,3,2,92,70,8,2,0,5,0,4,468,0.6437414030261348
520,595,13,0,1,124,50,6,0,0,2,0,1,83,70,7,2,1,6,0,2,368,0.6184873949579832
521,904,34,1,2,159,119,15,3,2,1,5,0,150,80,32,12,2,2,0,8,627,0.6935840707964602
522,750,7,0,2,143,64,4,0,1,0,3,2,87,75,10,2,0,4,0,1,405,0.54
523,533,10,0,1,93,51,6,0,0,4,5,1,54,36,4,4,0,5,0,5,279,0.5234521575984991
524,567,11,1,0,127,61,11,0,1,5,2,1,66,51,14,1,4,6,0,3,365,0.6437389770723104
525,848,33,0,2,183,127,11,3,5,2,7,5,123,74,17,3,1,2,0,3,601,0.7087264150943396
526,609,15,0,1,157,87,7,1,1,1,1,3,74,50,7,2,0,6,0,4,417,0.6847290640394089
527,906,20,0,0,228,173,9,2,0,0,5,1,97,61,14,0,4,3,0,1,618,0.6821192052980133
528,870,20,1,3,194,113,9,0,2,2,3,3,112,69,11,3,2,3,0,2,552,0.6344827586206897
529,272,8,0,0,56,27,8,0,0,1,2,1,34,26,4,2,0,3,0,0,172,0.6323529411764706
530,674,23,0,1,151,85,9,1,2,1,0,1,103,52,6,1,1,5,0,2,444,0.658753709198813
531,743,26,0,1,179,112,10,1,3,3,4,1,113,54,19,7,1,6,1,2,543,0.730820995962315
532,514,41,0,0,117,120,13,0,1,3,0,0,47,19,1,0,0,3,0,3,368,0.7159533073929961
533,593,17,1,3,118,80,6,0,4,7,2,4,58,42,5,2,1,11,0,7,368,0.6205733558178752
534,500,14,0,2,101,46,16,0,0,1,1,4,95,41,9,4,1,2,1,3,341,0.682
535,489,13,0,0,90,70,13,2,1,2,1,0,70,36,6,2,0,1,0,4,311,0.6359918200408998
536,642,27,0,0,77,145,23,2,0,4,5,4,95,44,10,3,1,10,2,3,455,0.7087227414330218
537,662,26,1,1,102,145,16,2,3,5,1,2,108,45,20,2,2,3,1,3,488,0.7371601208459214
538,559,14,1,0,83,110,14,2,3,5,2,1,80,52,11,1,1,1,1,3,385,0.6887298747763864
539,802,30,0,1,153,161,19,0,2,3,3,3,135,48,15,7,1,1,0,5,587,0.7319201995012469
540,634,19,0,2,125,89,7,0,0,2,2,3,92,48,13,4,0,6,1,9,422,0.6656151419558359
541,645,15,0,1,148,107,7,0,0,2,4,4,80,49,12,0,2,4,0,1,436,0.6759689922480621
542,617,15,0,2,96,120,8,0,0,7,7,2,101,53,13,4,1,5,1,4,439,0.7115072933549432
543,704,22,0,2,125,124,17,0,2,5,7,7,93,53,8,4,0,4,0,3,476,0.6761363636363636
544,654,32,0,0,100,177,27,3,4,3,2,2,49,11,45,1,0,3,1,5,465,0.7110091743119266
545,538,20,0,2,77,101,13,5,2,3,1,3,74,42,18,7,3,3,0,2,376,0.6988847583643123
546,791,18,0,0,128,91,13,1,2,6,5,8,111,79,9,12,2,5,0,4,494,0.6245259165613148
547,744,46,0,1,148,143,20,3,3,5,8,0,82,48,13,4,5,3,1,4,537,0.7217741935483871
548,739,33,0,2,118,112,24,4,4,3,1,7,113,63,21,2,1,8,2,8,526,0.7117726657645467
549,615,13,0,0,100,97,18,1,1,3,2,0,69,57,10,3,0,6,0,2,382,0.6211382113821138
550,477,13,2,1,78,62,10,0,2,1,1,4,53,29,4,0,1,2,2,0,265,0.5555555555555556
551,510,12,1,3,72,57,12,1,1,2,5,3,66,43,12,5,0,3,0,1,299,0.5862745098039216
552,468,6,0,0,71,46,3,0,2,1,4,2,59,57,6,2,0,3,0,2,264,0.5641025641025641
553,448,5,0,0,66,45,6,0,1,1,3,0,52,45,7,7,0,9,0,6,253,0.5647321428571429
554,499,7,0,1,80,63,13,0,0,0,2,1,62,43,4,2,1,4,0,7,290,0.5811623246492986
555,537,7,0,0,86,59,4,1,0,6,1,0,69,49,4,4,0,5,0,4,299,0.5567970204841713
556,544,15,0,4,116,67,10,1,0,3,2,1,81,42,10,4,1,3,0,2,362,0.6654411764705882
557,531,14,1,0,80,59,11,0,0,0,2,2,75,57,10,1,0,3,0,6,321,0.6045197740112994
558,498,11,0,0,84,53,6,0,0,1,2,2,83,37,6,2,0,5,0,4,296,0.5943775100401606
559,642,12,0,3,124,77,11,0,1,3,3,1,92,70,13,3,4,7,0,4,428,0.6666666666666666
560,631,27,0,3,117,114,19,1,1,3,1,0,93,36,19,5,0,7,0,0,446,0.7068145800316957
561,665,18,1,1,110,115,13,0,5,3,2,2,116,47,14,4,0,3,3,4,461,0.6932330827067669
562,555,15,0,0,102,66,14,0,0,1,4,0,89,45,10,5,0,6,0,2,359,0.6468468468468469
563,570,12,0,1,110,85,8,0,1,0,2,0,86,45,10,4,0,5,1,5,375,0.6578947368421053
564,498,18,2,1,59,59,6,0,0,3,2,1,73,47,13,1,2,2,0,4,293,0.5883534136546185
565,591,9,1,4,100,79,5,0,0,0,3,0,96,39,8,4,0,4,0,3,355,0.6006768189509306
566,540,13,0,0,86,65,2,0,0,1,2,1,88,47,11,3,2,2,0,3,326,0.6037037037037037
567,557,11,0,2,113,80,9,1,1,3,0,1,77,43,7,1,0,3,0,5,357,0.6409335727109515
568,547,5,0,0,96,51,9,0,0,4,0,3,83,60,7,1,2,7,0,3,331,0.6051188299817185
569,424,6,0,0,56,58,11,0,0,0,0,1,71,39,8,1,4,2,0,4,261,0.6155660377358491
570,583,14,0,0,102,60,13,0,2,1,0,1,69,51,8,2,0,4,0,5,332,0.5694682675814752
571,577,14,0,2,89,75,10,1,0,3,1,0,91,47,13,4,0,3,0,5,358,0.6204506065857885
572,1091,34,0,1,259,126,21,1,2,4,3,4,161,83,34,7,5,5,0,16,766,0.7021081576535289
573,927,20,0,2,167,117,12,0,0,3,5,2,121,68,15,0,1,6,0,6,545,0.5879180151024811
574,567,12,0,0,114,61,10,1,0,6,2,1,49,49,10,2,0,1,0,4,322,0.5679012345679012
575,805,19,0,1,196,82,8,0,2,2,0,1,93,52,10,2,3,8,0,12,491,0.6099378881987577
576,612,14,1,7,100,72,17,1,2,0,2,2,91,58,15,0,0,3,0,3,388,0.6339869281045751
577,462,7,1,1,97,70,6,0,0,2,1,1,61,44,6,1,0,3,0,4,305,0.6601731601731602
578,768,16,0,4,145,89,9,2,0,4,4,2,109,75,8,5,1,5,0,5,483,0.62890625
579,615,15,1,0,132,69,4,0,0,4,1,3,61,53,14,1,3,5,0,6,372,0.6048780487804878
580,568,9,0,1,78,48,3,0,2,1,0,1,72,66,3,0,1,1,0,0,286,0.5035211267605634
581,616,14,1,0,101,75,8,3,2,1,2,3,84,60,13,1,1,3,1,3,376,0.6103896103896104
582,668,12,0,1,100,104,18,0,2,5,0,3,89,79,9,3,0,2,0,6,433,0.6482035928143712
583,701,27,0,1,156,98,12,0,2,4,7,1,76,53,14,1,2,7,1,3,465,0.6633380884450785
584,638,24,1,1,140,96,12,1,0,2,1,1,80,48,10,0,1,0,2,8,428,0.670846394984326
585,475,6,1,0,48,43,4,0,1,0,0,4,56,57,3,9,1,2,1,1,237,0.49894736842105264
586,577,8,0,1,63,70,17,0,0,2,0,1,90,53,2,1,1,0,0,5,314,0.5441941074523396
587,575,15,0,2,116,60,1,14,3,3,0,2,50,86,9,3,0,2,1,1,368,0.64
588,613,17,0,0,99,80,19,0,0,2,1,2,99,56,15,6,9,5,1,12,423,0.6900489396411092
589,701,23,0,3,143,112,19,2,1,2,1,1,88,50,17,4,0,2,2,1,471,0.6718972895863052
590,586,16,0,1,104,118,7,3,3,2,1,2,94,44,18,4,0,3,0,2,422,0.7201365187713311
591,672,20,1,0,106,129,10,1,1,6,3,1,112,55,13,7,0,8,0,3,476,0.7083333333333334
592,655,25,0,5,107,133,10,0,0,7,0,2,74,59,3,2,1,3,0,2,433,0.6610687022900763
593,640,11,0,1,121,99,15,0,1,15,2,1,92,46,14,15,3,1,1,4,442,0.690625
594,565,11,2,1,96,81,3,2,1,2,0,0,86,66,5,0,0,2,0,3,361,0.6389380530973451
595,657,17,0,3,97,115,18,1,2,3,1,2,133,52,17,2,1,1,1,4,470,0.715372907153729
596,687,22,1,1,116,127,14,2,2,7,3,1,97,71,23,5,0,5,0,5,502,0.7307132459970888
597,679,13,1,0,152,109,5,2,0,2,2,1,110,66,10,7,1,0,2,3,486,0.7157584683357879
598,596,11,0,0,99,75,16,0,2,3,0,1,116,60,16,2,0,7,0,6,414,0.6946308724832215
599,593,3,0,1,117,38,1,0,1,0,0,1,62,53,7,1,0,4,0,1,290,0.48903878583473864
600,759,19,3,2,150,120,15,1,1,4,0,2,105,70,6,5,2,7,1,4,517,0.6811594202898551
601,638,19,1,0,89,91,12,0,0,3,1,0,103,54,9,3,1,5,0,3,394,0.6175548589341693
602,556,11,0,2,99,64,4,0,1,1,0,1,67,44,3,0,1,3,1,3,305,0.5485611510791367
603,652,13,0,1,115,101,14,1,1,7,1,3,78,57,5,5,0,8,0,6,416,0.6380368098159509
604,470,17,0,1,90,67,12,1,1,1,2,4,69,36,10,3,1,3,0,0,318,0.676595744680851
605,645,11,2,1,118,101,14,1,1,2,2,2,99,63,24,2,4,6,0,6,459,0.7116279069767442
606,818,22,1,1,120,143,13,5,1,5,5,2,152,48,24,2,1,1,0,1,547,0.6687041564792175
607,739,25,2,0,147,112,14,3,0,3,3,2,143,58,5,1,3,10,0,3,534,0.7225981055480379
608,723,16,0,2,157,109,7,2,0,5,1,2,105,66,11,4,1,2,0,1,491,0.6791147994467497
609,837,19,1,3,200,141,14,1,1,4,4,3,144,55,8,1,1,5,0,5,610,0.7287933094384708
610,710,17,2,4,168,105,11,1,2,4,2,2,90,61,11,3,3,3,0,2,491,0.6915492957746479
611,603,27,1,1,107,118,15,2,0,4,2,3,69,49,10,1,0,3,0,0,412,0.6832504145936982
612,737,24,0,0,140,123,6,0,4,2,3,1,99,50,9,3,0,6,0,8,478,0.6485753052917232
613,537,9,0,0,130,31,9,0,0,5,2,4,124,41,4,4,1,9,0,4,377,0.702048417132216
614,561,9,3,1,109,42,2,2,0,0,1,4,57,60,7,0,1,3,0,2,303,0.5401069518716578
615,601,14,0,1,111,58,10,2,0,0,2,3,76,36,6,0,0,6,0,1,326,0.5424292845257903
616,580,10,0,4,101,52,5,1,0,3,2,0,75,46,8,0,0,0,1,5,313,0.5396551724137931
617,623,7,0,1,120,69,5,1,0,0,2,6,85,65,10,0,0,4,0,4,379,0.608346709470305
618,669,25,1,1,147,88,9,0,1,4,1,3,104,41,20,11,3,2,0,7,468,0.6995515695067265
619,611,14,0,0,166,73,10,1,0,0,2,6,112,33,12,0,2,12,0,3,446,0.7299509001636661
620,713,23,1,1,164,84,5,2,1,7,1,1,110,64,15,10,0,7,0,4,500,0.7012622720897616
621,634,22,0,3,96,114,6,2,0,1,1,0,71,41,10,2,0,1,0,7,377,0.5946372239747634
622,847,12,0,3,164,153,15,3,1,4,2,5,151,54,14,4,0,2,0,6,593,0.7001180637544274
623,898,9,0,0,174,93,8,1,0,6,2,3,135,95,12,2,1,9,1,6,557,0.6202672605790646
624,976,16,0,2,202,152,27,4,3,8,3,7,148,87,25,8,2,10,0,3,707,0.7243852459016393
625,872,16,0,2,161,116,13,3,4,2,6,0,117,74,18,8,0,8,1,7,556,0.6376146788990825
626,722,20,0,2,141,98,15,2,0,0,1,7,125,67,22,0,1,0,0,2,503,0.6966759002770083
627,775,22,0,3,167,102,20,0,2,2,3,5,124,93,19,5,2,2,1,5,577,0.7445161290322581
628,847,30,1,1,135,166,19,1,2,6,3,5,105,72,18,0,1,7,0,5,577,0.6812278630460449
629,700,23,1,3,142,90,17,3,1,1,4,5,119,50,16,1,0,3,0,5,484,0.6914285714285714
630,656,12,0,1,126,90,6,0,2,4,2,8,85,60,2,11,0,9,0,4,422,0.6432926829268293
631,728,13,0,1,143,88,9,1,1,1,3,3,122,70,9,2,2,3,0,4,475,0.6524725274725275
632,751,23,2,1,152,126,20,3,2,9,4,1,112,49,18,10,1,6,0,9,548,0.729693741677763
633,730,14,0,2,154,142,16,1,1,2,3,0,107,65,22,4,0,4,0,3,540,0.7397260273972602
634,739,17,0,1,114,101,13,3,3,3,0,1,92,82,12,11,1,6,0,2,462,0.625169147496617
635,683,41,2,1,68,149,61,4,3,6,2,8,67,63,18,3,0,3,0,9,508,0.7437774524158126
636,761,44,1,1,110,138,2,65,2,11,2,0,62,53,12,5,2,2,0,12,524,0.6885676741130092
637,631,39,0,2,65,182,65,0,4,5,2,0,59,36,13,2,2,3,0,11,490,0.7765451664025357
638,651,48,0,0,81,116,61,4,1,9,1,1,49,45,14,7,0,0,0,13,450,0.6912442396313364
639,597,25,0,3,67,103,44,0,4,5,3,1,66,34,8,2,1,4,2,22,394,0.6599664991624791
640,571,31,0,0,81,83,38,3,2,2,2,9,53,36,13,3,1,4,0,23,384,0.6725043782837128
641,496,31,0,0,47,127,18,3,2,3,0,0,48,38,11,5,0,5,0,5,343,0.6915322580645161
642,647,35,0,0,72,111,58,2,3,4,0,5,62,50,7,2,1,3,0,17,432,0.6676970633693973
643,631,41,0,2,62,115,50,3,0,3,1,2,60,51,12,5,2,1,0,26,436,0.6909667194928685
644,606,33,0,1,74,104,38,2,7,5,1,4,61,60,16,5,0,0,0,14,425,0.7013201320132013
645,599,34,1,1,83,97,57,0,3,2,0,4,47,45,5,1,1,2,0,23,406,0.67779632721202
646,673,30,1,1,73,146,59,0,4,8,2,3,55,52,16,4,0,1,0,20,475,0.7057949479940565
647,620,35,1,1,58,149,55,0,4,4,2,8,63,56,20,3,0,1,0,10,470,0.7580645161290323
648,761,39,0,0,99,147,64,6,5,11,4,2,83,59,15,9,3,8,2,13,569,0.7477003942181341
649,528,22,1,1,90,65,30,1,2,4,1,1,51,56,13,3,2,3,1,20,367,0.6950757575757576
650,640,20,2,2,100,91,25,1,0,5,0,2,68,58,10,4,3,5,0,22,418,0.653125
651,638,41,0,0,64,98,34,0,2,2,2,1,59,36,6,3,1,3,0,26,378,0.5924764890282131
652,582,24,0,2,83,68,33,1,2,4,0,1,62,38,8,2,1,1,1,22,353,0.6065292096219931
653,291,3,2,0,16,127,5,7,0,2,13,3,13,12,2,1,0,0,0,0,206,0.7079037800687286
654,475,2,1,0,6,164,0,14,1,2,12,9,0,4,1,0,0,1,1,0,218,0.4589473684210526
655,363,6,0,1,95,38,5,1,2,1,0,0,53,23,8,3,1,2,0,7,246,0.6776859504132231
656,635,17,1,1,67,86,18,7,3,3,10,7,78,59,11,5,0,5,0,9,387,0.6094488188976378
657,588,18,0,2,76,131,26,5,3,2,3,2,59,42,12,0,2,3,0,10,396,0.673469387755102
658,522,6,1,1,69,67,20,0,3,2,7,2,32,39,9,5,0,6,1,16,286,0.5478927203065134
659,776,30,2,2,129,102,28,4,3,8,3,4,95,73,12,0,1,6,0,13,515,0.663659793814433
660,855,21,2,1,165,136,37,2,1,8,3,5,114,66,25,11,0,4,0,12,613,0.7169590643274854
661,718,22,0,1,102,142,25,0,1,4,2,3,103,60,16,5,1,11,1,10,509,0.7089136490250696
662,601,38,0,0,68,107,50,0,4,5,2,2,56,48,13,2,1,8,0,15,419,0.697171381031614
663,570,31,1,1,62,139,35,2,1,3,7,5,67,52,22,5,1,0,0,7,441,0.7736842105263158
664,647,29,0,0,103,126,39,1,3,11,3,3,54,61,16,4,0,5,0,6,464,0.7171561051004637
665,662,30,0,4,89,148,47,1,2,5,3,4,65,54,13,3,1,4,0,9,482,0.7280966767371602
666,672,31,0,0,95,102,41,0,1,9,10,3,67,34,19,3,2,1,0,13,431,0.6413690476190477
667,782,35,2,2,105,144,66,1,5,6,4,0,89,72,24,0,1,3,1,18,578,0.7391304347826086
668,607,24,0,2,119,87,33,0,1,1,0,1,61,46,11,2,2,1,0,14,405,0.6672158154859967
669,729,31,1,1,133,140,51,1,3,9,2,1,78,62,10,5,1,4,0,8,541,0.7421124828532236
670,803,35,1,1,139,123,44,1,3,8,3,4,87,71,15,6,1,3,0,18,563,0.701120797011208
671,922,33,0,2,104,157,38,6,4,12,4,8,74,56,22,5,0,3,0,15,543,0.588937093275488
672,746,33,1,1,128,118,37,1,0,4,3,3,71,66,5,6,0,3,1,29,510,0.6836461126005362
673,639,24,0,1,86,120,35,1,1,8,1,2,84,43,8,4,2,3,1,12,436,0.6823161189358372
674,619,28,1,0,94,133,19,1,0,6,1,2,74,48,16,4,0,1,0,11,439,0.7092084006462036
675,693,32,3,0,97,171,39,0,3,6,1,6,78,53,23,2,1,2,0,4,521,0.7518037518037518
676,897,36,0,3,120,161,31,2,6,6,1,2,130,82,19,4,1,5,3,6,618,0.6889632107023411
677,641,28,0,1,110,97,24,1,4,9,8,2,64,48,17,6,1,4,1,16,441,0.6879875195007801
678,845,51,0,2,145,171,41,1,5,7,1,1,92,48,16,4,0,10,0,17,612,0.7242603550295857
679,695,29,1,0,102,170,29,4,6,7,4,3,89,51,14,2,0,3,0,11,525,0.7553956834532374
680,690,34,0,2,115,107,33,0,1,9,0,1,92,52,21,10,1,2,0,7,487,0.7057971014492753
681,695,32,1,2,87,145,26,2,6,1,2,2,80,59,14,1,0,6,0,15,481,0.6920863309352518
682,701,44,0,0,104,129,40,2,1,3,0,2,96,53,15,4,1,1,2,10,507,0.7232524964336662
683,659,41,2,3,108,124,30,4,6,3,5,1,62,44,6,3,1,3,0,11,457,0.6934749620637329
684,700,40,0,1,83,154,38,2,1,6,0,5,74,55,6,5,2,2,0,6,480,0.6857142857142857
